,visit_num,tract_id,filter,field_name,image_mjd,field,ra,dec
103,410917,37,g,Blind15A_28,57070.1433314,28,10:00:20.760,-02:05:44.81
104,410918,38,g,Blind15A_29,57070.1446722,29,09:55:43.560,-04:05:46.68
105,410919,26,g,Blind15A_30,57070.1460093,30,10:00:20.760,-06:05:48.55
106,410920,25,g,Blind15A_31,57070.1473607,31,10:09:35.160,-06:05:48.55
107,410921,28,g,Blind15A_32,57070.148698,32,10:04:02.520,-04:05:46.68
108,410922,27,g,Blind15A_33,57070.1500297,33,10:08:46.394,-02:05:44.81
109,410923,22,g,Blind15A_34,57070.1513671,34,10:12:28.800,+00:00:00.00
110,410924,21,g,Blind15A_35,57070.152703,35,10:09:32.887,+02:05:44.81
111,410925,24,g,Blind15A_36,57070.1540519,36,10:18:47.287,+02:05:44.81
112,410926,23,g,Blind15A_37,57070.1553822,37,10:21:33.607,+00:05:42.94
113,410927,20,g,Blind15A_38,57070.1567111,38,10:17:17.839,-02:05:44.81
114,410928,19,g,Blind15A_39,57070.1580401,39,10:12:22.570,-04:11:29.62
115,410929,50,g,Blind15A_40,57070.1593888,40,10:20:28.800,-06:31:12.00
116,410930,51,g,Blind15A_41,57070.160744,41,10:28:47.760,-06:31:12.00
117,410931,52,g,Blind15A_42,57070.1620737,42,10:21:52.800,-04:57:00.00
118,410932,53,g,Blind15A_43,57070.1634274,43,10:27:25.440,-02:08:27.52
119,410933,46,g,Blind15A_44,57070.1647658,44,10:32:02.640,-00:08:25.66
120,410934,47,g,Blind15A_45,57070.1660888,45,10:27:25.440,+01:51:36.22
121,410935,49,g,Blind15A_46,57070.1674438,46,10:36:39.840,+01:51:36.22
122,410936,49,g,Blind15A_47,57070.1687807,47,10:41:31.200,+00:00:00.00
123,410940,47,g,Blind15A_45,57070.1836009,45,10:27:25.440,+01:51:36.22
124,410941,49,g,Blind15A_46,57070.1849634,46,10:36:39.840,+01:51:36.22
125,410942,49,g,Blind15A_47,57070.1862861,47,10:41:31.200,+00:00:00.00
126,410943,54,g,Blind15A_48,57070.187624,48,10:36:40.217,-02:05:44.81
127,410944,55,g,Blind15A_49,57070.1889488,49,10:31:47.285,-04:11:29.62
128,410945,45,g,Blind15A_50,57070.1902817,50,10:36:35.527,-06:17:14.42
129,410946,12,g,Blind15A_01,57070.1921733,1,09:13:31.152,-06:18:04.68
130,410947,13,g,Blind15A_02,57070.1935601,2,09:08:53.952,-04:18:02.81
131,410948,14,g,Blind15A_03,57070.1949444,3,09:13:30.840,-02:17:49.30
132,410949,15,g,Blind15A_04,57070.1963382,4,09:08:53.952,-00:17:59.06
133,410950,16,g,Blind15A_05,57070.1977226,5,09:13:31.152,+01:42:02.81
134,410951,17,g,Blind15A_06,57070.1990872,6,09:22:45.552,+01:42:02.81
135,410952,18,g,Blind15A_07,57070.2004173,7,09:18:08.352,-00:17:59.06
136,410953,10,g,Blind15A_08,57070.2017476,8,09:22:45.552,-02:18:00.94
137,410954,11,g,Blind15A_09,57070.2030749,9,09:18:08.352,-04:18:02.81
138,410955,5,g,Blind15A_10,57070.204411,10,09:22:45.552,-06:18:04.68
139,410956,4,g,Blind15A_11,57070.2058282,11,09:31:59.952,-06:18:04.68
140,410957,3,g,Blind15A_12,57070.2072152,12,09:27:22.752,-04:18:02.81
141,410958,2,g,Blind15A_13,57070.2086049,13,09:31:59.952,-02:18:00.94
142,410959,9,g,Blind15A_14,57070.2099963,14,09:27:22.752,-00:17:59.06
143,410960,8,g,Blind15A_15,57070.2113827,15,09:31:59.952,+01:42:02.81
144,410961,7,g,Blind15A_16,57070.2127427,16,09:41:14.352,+01:42:02.81
145,410962,6,g,Blind15A_17,57070.2140753,17,09:36:37.152,-00:17:59.06
146,410963,1,g,Blind15A_18,57070.2154049,18,09:41:14.352,-02:18:00.94
147,410964,0,g,Blind15A_19,57070.2167215,19,09:36:37.152,-04:18:02.81
148,410965,31,g,Blind15A_20,57070.2180953,20,09:41:14.352,-06:18:04.68
149,410966,32,g,Blind15A_21,57070.2194511,21,09:50:28.752,-06:18:04.68
150,410967,29,g,Blind15A_22,57070.2207707,22,09:45:51.552,-04:18:02.81
151,410968,30,g,Blind15A_23,57070.222148,23,09:50:28.752,-02:18:00.94
152,410969,35,g,Blind15A_24,57070.2235396,24,09:49:33.312,-00:04:07.46
153,410970,36,g,Blind15A_25,57070.2249242,25,09:50:28.752,+02:09:46.01
154,410971,33,g,Blind15A_26,57070.2262864,26,10:00:28.800,+02:12:36.00
155,410972,34,g,Blind15A_27,57070.2276094,27,09:58:48.000,+00:09:00.00
156,410973,37,g,Blind15A_28,57070.2289438,28,10:00:20.760,-02:05:44.81
157,410974,38,g,Blind15A_29,57070.230266,29,09:55:43.560,-04:05:46.68
158,410975,26,g,Blind15A_30,57070.2316366,30,10:00:20.760,-06:05:48.55
159,410976,25,g,Blind15A_31,57070.2330268,31,10:09:35.160,-06:05:48.55
160,410977,28,g,Blind15A_32,57070.2344139,32,10:04:02.520,-04:05:46.68
161,410978,27,g,Blind15A_33,57070.2358026,33,10:08:46.394,-02:05:44.81
162,410979,22,g,Blind15A_34,57070.2371948,34,10:12:28.800,+00:00:00.00
163,410980,21,g,Blind15A_35,57070.2385842,35,10:09:32.887,+02:05:44.81
164,410981,24,g,Blind15A_36,57070.2399361,36,10:18:47.287,+02:05:44.81
165,410982,23,g,Blind15A_37,57070.2412775,37,10:21:33.607,+00:05:42.94
166,410983,20,g,Blind15A_38,57070.2426175,38,10:17:17.839,-02:05:44.81
167,410984,19,g,Blind15A_39,57070.2439525,39,10:12:22.570,-04:11:29.62
168,410985,50,g,Blind15A_40,57070.2452939,40,10:20:28.800,-06:31:12.00
169,410986,51,g,Blind15A_41,57070.2466948,41,10:28:47.760,-06:31:12.00
170,410987,52,g,Blind15A_42,57070.248004,42,10:21:52.800,-04:57:00.00
171,410988,53,g,Blind15A_43,57070.2493608,43,10:27:25.440,-02:08:27.52
172,410989,46,g,Blind15A_44,57070.2507486,44,10:32:02.640,-00:08:25.66
173,410990,47,g,Blind15A_45,57070.2521272,45,10:27:25.440,+01:51:36.22
174,410991,49,g,Blind15A_46,57070.253482,46,10:36:39.840,+01:51:36.22
175,410992,49,g,Blind15A_47,57070.254815,47,10:41:31.200,+00:00:00.00
176,410993,54,g,Blind15A_48,57070.2561741,48,10:36:40.217,-02:05:44.81
177,410994,55,g,Blind15A_49,57070.2575659,49,10:31:47.285,-04:11:29.62
178,410995,45,g,Blind15A_50,57070.258953,50,10:36:35.527,-06:17:14.42
179,410996,12,g,Blind15A_01,57070.2608982,1,09:13:31.152,-06:18:04.68
180,410997,13,g,Blind15A_02,57070.2622249,2,09:08:53.952,-04:18:02.81
181,410998,14,g,Blind15A_03,57070.2635791,3,09:13:30.840,-02:17:49.30
182,410999,15,g,Blind15A_04,57070.2649734,4,09:08:53.952,-00:17:59.06
183,411000,16,g,Blind15A_05,57070.2663597,5,09:13:31.152,+01:42:02.81
184,411001,17,g,Blind15A_06,57070.2677195,6,09:22:45.552,+01:42:02.81
185,411002,18,g,Blind15A_07,57070.2690565,7,09:18:08.352,-00:17:59.06
186,411003,10,g,Blind15A_08,57070.2703926,8,09:22:45.552,-02:18:00.94
187,411004,11,g,Blind15A_09,57070.2717154,9,09:18:08.352,-04:18:02.81
188,411005,5,g,Blind15A_10,57070.2730513,10,09:22:45.552,-06:18:04.68
189,411006,4,g,Blind15A_11,57070.2744775,11,09:31:59.952,-06:18:04.68
190,411007,3,g,Blind15A_12,57070.275854,12,09:27:22.752,-04:18:02.81
191,411008,2,g,Blind15A_13,57070.2772391,13,09:31:59.952,-02:18:00.94
192,411009,9,g,Blind15A_14,57070.2786409,14,09:27:22.752,-00:17:59.06
193,411010,8,g,Blind15A_15,57070.2800182,15,09:31:59.952,+01:42:02.81
194,411011,7,g,Blind15A_16,57070.2813862,16,09:41:14.352,+01:42:02.81
195,411012,6,g,Blind15A_17,57070.2827061,17,09:36:37.152,-00:17:59.06
196,411013,1,g,Blind15A_18,57070.2840449,18,09:41:14.352,-02:18:00.94
197,411014,0,g,Blind15A_19,57070.2854458,19,09:36:37.152,-04:18:02.81
198,411015,31,g,Blind15A_20,57070.2868452,20,09:41:14.352,-06:18:04.68
199,411016,32,g,Blind15A_21,57070.288208,21,09:50:28.752,-06:18:04.68
200,411017,29,g,Blind15A_22,57070.2895389,22,09:45:51.552,-04:18:02.81
201,411018,30,g,Blind15A_23,57070.2908679,23,09:50:28.752,-02:18:00.94
202,411019,35,g,Blind15A_24,57070.2922131,24,09:49:33.312,-00:04:07.46
203,411020,36,g,Blind15A_25,57070.2935577,25,09:50:28.752,+02:09:46.01
204,411021,33,g,Blind15A_26,57070.2949166,26,10:00:28.800,+02:12:36.00
205,411022,34,g,Blind15A_27,57070.2962516,27,09:58:48.000,+00:09:00.00
206,411023,37,g,Blind15A_28,57070.2975852,28,10:00:20.760,-02:05:44.81
207,411024,38,g,Blind15A_29,57070.2989133,29,09:55:43.560,-04:05:46.68
208,411025,26,g,Blind15A_30,57070.3002428,30,10:00:20.760,-06:05:48.55
209,411026,25,g,Blind15A_31,57070.3016566,31,10:09:35.160,-06:05:48.55
210,411027,28,g,Blind15A_32,57070.303052,32,10:04:02.520,-04:05:46.68
211,411028,27,g,Blind15A_33,57070.3044483,33,10:08:46.394,-02:05:44.81
212,411029,22,g,Blind15A_34,57070.3058296,34,10:12:28.800,+00:00:00.00
213,411030,21,g,Blind15A_35,57070.3072207,35,10:09:32.887,+02:05:44.81
214,411031,24,g,Blind15A_36,57070.3086041,36,10:18:47.287,+02:05:44.81
215,411032,23,g,Blind15A_37,57070.3099969,37,10:21:33.607,+00:05:42.94
216,411033,20,g,Blind15A_38,57070.3113891,38,10:17:17.839,-02:05:44.81
217,411034,19,g,Blind15A_39,57070.3127744,39,10:12:22.570,-04:11:29.62
218,411035,50,g,Blind15A_40,57070.3141609,40,10:20:28.800,-06:31:12.00
219,411036,51,g,Blind15A_41,57070.3155476,41,10:28:47.760,-06:31:12.00
220,411037,52,g,Blind15A_42,57070.3169342,42,10:21:52.800,-04:57:00.00
221,411038,53,g,Blind15A_43,57070.3182988,43,10:27:25.440,-02:08:27.52
222,411039,46,g,Blind15A_44,57070.3196347,44,10:32:02.640,-00:08:25.66
223,411040,47,g,Blind15A_45,57070.3209626,45,10:27:25.440,+01:51:36.22
224,411041,49,g,Blind15A_46,57070.3223755,46,10:36:39.840,+01:51:36.22
225,411042,49,g,Blind15A_47,57070.3237655,47,10:41:31.200,+00:00:00.00
226,411043,54,g,Blind15A_48,57070.3251585,48,10:36:40.217,-02:05:44.81
227,411044,55,g,Blind15A_49,57070.3265598,49,10:31:47.285,-04:11:29.62
228,411045,45,g,Blind15A_50,57070.3279325,50,10:36:35.527,-06:17:14.42
229,411046,6,g,Blind15A_17,57070.3296835,17,09:36:37.152,-00:17:59.06
230,411047,1,g,Blind15A_18,57070.3310579,18,09:41:14.352,-02:18:00.94
231,411048,0,g,Blind15A_19,57070.3324582,19,09:36:37.152,-04:18:02.81
232,411049,31,g,Blind15A_20,57070.3338368,20,09:41:14.352,-06:18:04.68
233,411050,32,g,Blind15A_21,57070.3351981,21,09:50:28.752,-06:18:04.68
234,411051,29,g,Blind15A_22,57070.3365314,22,09:45:51.552,-04:18:02.81
235,411052,30,g,Blind15A_23,57070.3378744,23,09:50:28.752,-02:18:00.94
236,411053,35,g,Blind15A_24,57070.3392037,24,09:49:33.312,-00:04:07.46
237,411054,36,g,Blind15A_25,57070.3405387,25,09:50:28.752,+02:09:46.01
238,411055,33,g,Blind15A_26,57070.341931,26,10:00:28.800,+02:12:36.00
239,411056,34,g,Blind15A_27,57070.3433271,27,09:58:48.000,+00:09:00.00
240,411057,37,g,Blind15A_28,57070.3447278,28,10:00:20.760,-02:05:44.81
241,411058,38,g,Blind15A_29,57070.3461078,29,09:55:43.560,-04:05:46.68
242,411059,26,g,Blind15A_30,57070.347505,30,10:00:20.760,-06:05:48.55
243,411060,25,g,Blind15A_31,57070.3488716,31,10:09:35.160,-06:05:48.55
244,411061,28,g,Blind15A_32,57070.3501961,32,10:04:02.520,-04:05:46.68
245,411062,27,g,Blind15A_33,57070.3515297,33,10:08:46.394,-02:05:44.81
246,411063,22,g,Blind15A_34,57070.3528677,34,10:12:28.800,+00:00:00.00
247,411064,21,g,Blind15A_35,57070.3542029,35,10:09:32.887,+02:05:44.81
248,411065,24,g,Blind15A_36,57070.3556029,36,10:18:47.287,+02:05:44.81
249,411066,23,g,Blind15A_37,57070.3569819,37,10:21:33.607,+00:05:42.94
250,411067,20,g,Blind15A_38,57070.3583787,38,10:17:17.839,-02:05:44.81
251,411068,19,g,Blind15A_39,57070.3597705,39,10:12:22.570,-04:11:29.62
252,411069,50,g,Blind15A_40,57070.3611263,40,10:20:28.800,-06:31:12.00
253,411070,51,g,Blind15A_41,57070.3624749,41,10:28:47.760,-06:31:12.00
254,411071,52,g,Blind15A_42,57070.3637945,42,10:21:52.800,-04:57:00.00
255,411072,53,g,Blind15A_43,57070.3652113,43,10:27:25.440,-02:08:27.52
256,411073,46,g,Blind15A_44,57070.3665895,44,10:32:02.640,-00:08:25.66
257,411074,47,g,Blind15A_45,57070.3679811,45,10:27:25.440,+01:51:36.22
258,411075,49,g,Blind15A_46,57070.3693403,46,10:36:39.840,+01:51:36.22
259,411076,49,g,Blind15A_47,57070.3706674,47,10:41:31.200,+00:00:00.00
260,411077,54,g,Blind15A_48,57070.3720305,48,10:36:40.217,-02:05:44.81
261,411078,55,g,Blind15A_49,57070.37342,49,10:31:47.285,-04:11:29.62
262,411079,45,g,Blind15A_50,57070.3748081,50,10:36:35.527,-06:17:14.42
263,411228,12,g,Blind15A_01,57071.0333213,1,09:13:31.152,-06:18:04.68
264,411229,12,r,Blind15A_01,57071.034647,1,09:13:31.152,-06:18:04.68
265,411230,12,g,Blind15A_01,57071.0359656,1,09:13:31.152,-06:18:04.68
266,411231,13,g,Blind15A_02,57071.0372791,2,09:08:53.952,-04:18:02.81
267,411232,14,g,Blind15A_03,57071.0386127,3,09:13:30.840,-02:17:49.30
268,411233,15,g,Blind15A_04,57071.0399648,4,09:08:53.952,-00:17:59.06
269,411234,16,g,Blind15A_05,57071.0413614,5,09:13:31.152,+01:42:02.81
270,411235,17,g,Blind15A_06,57071.0427238,6,09:22:45.552,+01:42:02.81
271,411236,18,g,Blind15A_07,57071.044058,7,09:18:08.352,-00:17:59.06
272,411237,10,g,Blind15A_08,57071.0453916,8,09:22:45.552,-02:18:00.94
273,411238,11,g,Blind15A_09,57071.0467135,9,09:18:08.352,-04:18:02.81
274,411239,5,g,Blind15A_10,57071.0480599,10,09:22:45.552,-06:18:04.68
275,411240,4,g,Blind15A_11,57071.0494248,11,09:31:59.952,-06:18:04.68
276,411241,3,g,Blind15A_12,57071.0507509,12,09:27:22.752,-04:18:02.81
277,411242,2,g,Blind15A_13,57071.0520832,13,09:31:59.952,-02:18:00.94
278,411243,9,g,Blind15A_14,57071.0534141,14,09:27:22.752,-00:17:59.06
279,411244,8,g,Blind15A_15,57071.0547404,15,09:31:59.952,+01:42:02.81
280,411245,7,g,Blind15A_16,57071.056101,16,09:41:14.352,+01:42:02.81
281,411246,6,g,Blind15A_17,57071.0574311,17,09:36:37.152,-00:17:59.06
282,411247,1,g,Blind15A_18,57071.0587785,18,09:41:14.352,-02:18:00.94
283,411248,0,g,Blind15A_19,57071.0601069,19,09:36:37.152,-04:18:02.81
284,411249,31,g,Blind15A_20,57071.0614963,20,09:41:14.352,-06:18:04.68
285,411250,32,g,Blind15A_21,57071.0628637,21,09:50:28.752,-06:18:04.68
286,411251,29,g,Blind15A_22,57071.0641999,22,09:45:51.552,-04:18:02.81
287,411252,30,g,Blind15A_23,57071.0655325,23,09:50:28.752,-02:18:00.94
288,411253,35,g,Blind15A_24,57071.0669504,24,09:49:33.312,-00:04:07.46
289,411254,36,g,Blind15A_25,57071.0682754,25,09:50:28.752,+02:09:46.01
290,411255,33,g,Blind15A_26,57071.0696431,26,10:00:28.800,+02:12:36.00
291,411256,34,g,Blind15A_27,57071.0709622,27,09:58:48.000,+00:09:00.00
292,411257,37,g,Blind15A_28,57071.0722943,28,10:00:20.760,-02:05:44.81
293,411258,38,g,Blind15A_29,57071.073628,29,09:55:43.560,-04:05:46.68
294,411259,26,g,Blind15A_30,57071.0749578,30,10:00:20.760,-06:05:48.55
295,411260,25,g,Blind15A_31,57071.0763185,31,10:09:35.160,-06:05:48.55
296,411261,28,g,Blind15A_32,57071.0777006,32,10:04:02.520,-04:05:46.68
297,411262,27,g,Blind15A_33,57071.0790991,33,10:08:46.394,-02:05:44.81
298,411263,22,g,Blind15A_34,57071.0804328,34,10:12:28.800,+00:00:00.00
299,411264,21,g,Blind15A_35,57071.0817594,35,10:09:32.887,+02:05:44.81
300,411265,24,g,Blind15A_36,57071.0831144,36,10:18:47.287,+02:05:44.81
301,411266,23,g,Blind15A_37,57071.084442,37,10:21:33.607,+00:05:42.94
302,411267,20,g,Blind15A_38,57071.085781,38,10:17:17.839,-02:05:44.81
303,411268,19,g,Blind15A_39,57071.0871079,39,10:12:22.570,-04:11:29.62
304,411269,50,g,Blind15A_40,57071.0884497,40,10:20:28.800,-06:31:12.00
305,411270,51,g,Blind15A_41,57071.0898097,41,10:28:47.760,-06:31:12.00
306,411271,52,g,Blind15A_42,57071.0911249,42,10:21:52.800,-04:57:00.00
307,411272,53,g,Blind15A_43,57071.0924782,43,10:27:25.440,-02:08:27.52
308,411273,46,g,Blind15A_44,57071.0938184,44,10:32:02.640,-00:08:25.66
309,411274,47,g,Blind15A_45,57071.0951591,45,10:27:25.440,+01:51:36.22
310,411275,49,g,Blind15A_46,57071.0965764,46,10:36:39.840,+01:51:36.22
311,411276,49,g,Blind15A_47,57071.0978992,47,10:41:31.200,+00:00:00.00
312,411277,54,g,Blind15A_48,57071.0992365,48,10:36:40.217,-02:05:44.81
313,411278,55,g,Blind15A_49,57071.1006198,49,10:31:47.285,-04:11:29.62
314,411279,45,g,Blind15A_50,57071.1019546,50,10:36:35.527,-06:17:14.42
315,411280,12,g,Blind15A_01,57071.1038211,1,09:13:31.152,-06:18:04.68
316,411281,13,g,Blind15A_02,57071.1051424,2,09:08:53.952,-04:18:02.81
317,411282,14,g,Blind15A_03,57071.1064681,3,09:13:30.840,-02:17:49.30
318,411283,15,g,Blind15A_04,57071.1077878,4,09:08:53.952,-00:17:59.06
319,411284,16,g,Blind15A_05,57071.109123,5,09:13:31.152,+01:42:02.81
320,411285,17,g,Blind15A_06,57071.1104904,6,09:22:45.552,+01:42:02.81
321,411286,18,g,Blind15A_07,57071.1118209,7,09:18:08.352,-00:17:59.06
322,411287,10,g,Blind15A_08,57071.1131551,8,09:22:45.552,-02:18:00.94
323,411288,11,g,Blind15A_09,57071.1144751,9,09:18:08.352,-04:18:02.81
324,411289,5,g,Blind15A_10,57071.1158093,10,09:22:45.552,-06:18:04.68
325,411290,4,g,Blind15A_11,57071.117173,11,09:31:59.952,-06:18:04.68
326,411291,3,g,Blind15A_12,57071.1185064,12,09:27:22.752,-04:18:02.81
327,411292,2,g,Blind15A_13,57071.1198347,13,09:31:59.952,-02:18:00.94
328,411293,9,g,Blind15A_14,57071.12117,14,09:27:22.752,-00:17:59.06
329,411294,8,g,Blind15A_15,57071.1225111,15,09:31:59.952,+01:42:02.81
330,411295,7,g,Blind15A_16,57071.1238781,16,09:41:14.352,+01:42:02.81
331,411296,6,g,Blind15A_17,57071.1252105,17,09:36:37.152,-00:17:59.06
332,411297,1,g,Blind15A_18,57071.1265367,18,09:41:14.352,-02:18:00.94
333,411298,0,g,Blind15A_19,57071.1278703,19,09:36:37.152,-04:18:02.81
334,411299,31,g,Blind15A_20,57071.1291896,20,09:41:14.352,-06:18:04.68
335,411300,32,g,Blind15A_21,57071.1305487,21,09:50:28.752,-06:18:04.68
336,411301,29,g,Blind15A_22,57071.1318719,22,09:45:51.552,-04:18:02.81
337,411302,30,g,Blind15A_23,57071.1331999,23,09:50:28.752,-02:18:00.94
338,411303,35,g,Blind15A_24,57071.1345437,24,09:49:33.312,-00:04:07.46
339,411304,36,g,Blind15A_25,57071.1358795,25,09:50:28.752,+02:09:46.01
340,411305,33,g,Blind15A_26,57071.1372445,26,10:00:28.800,+02:12:36.00
341,411306,34,g,Blind15A_27,57071.1385669,27,09:58:48.000,+00:09:00.00
342,411307,37,g,Blind15A_28,57071.1398979,28,10:00:20.760,-02:05:44.81
343,411308,38,g,Blind15A_29,57071.1412383,29,09:55:43.560,-04:05:46.68
344,411309,26,g,Blind15A_30,57071.1425671,30,10:00:20.760,-06:05:48.55
345,411310,25,g,Blind15A_31,57071.143925,31,10:09:35.160,-06:05:48.55
346,411311,28,g,Blind15A_32,57071.1452524,32,10:04:02.520,-04:05:46.68
347,411312,27,g,Blind15A_33,57071.1465826,33,10:08:46.394,-02:05:44.81
348,411313,22,g,Blind15A_34,57071.1479168,34,10:12:28.800,+00:00:00.00
349,411314,21,g,Blind15A_35,57071.1492458,35,10:09:32.887,+02:05:44.81
350,411315,24,g,Blind15A_36,57071.1506014,36,10:18:47.287,+02:05:44.81
351,411316,23,g,Blind15A_37,57071.1519199,37,10:21:33.607,+00:05:42.94
352,411317,20,g,Blind15A_38,57071.1532507,38,10:17:17.839,-02:05:44.81
353,411318,19,g,Blind15A_39,57071.1545744,39,10:12:22.570,-04:11:29.62
354,411319,50,g,Blind15A_40,57071.1559281,40,10:20:28.800,-06:31:12.00
355,411320,51,g,Blind15A_41,57071.1572817,41,10:28:47.760,-06:31:12.00
356,411321,52,g,Blind15A_42,57071.15862,42,10:21:52.800,-04:57:00.00
357,411322,53,g,Blind15A_43,57071.1599776,43,10:27:25.440,-02:08:27.52
358,411323,46,g,Blind15A_44,57071.1612989,44,10:32:02.640,-00:08:25.66
359,411324,47,g,Blind15A_45,57071.1626183,45,10:27:25.440,+01:51:36.22
360,411325,49,g,Blind15A_46,57071.16397,46,10:36:39.840,+01:51:36.22
361,411326,49,g,Blind15A_47,57071.1653017,47,10:41:31.200,+00:00:00.00
362,411327,54,g,Blind15A_48,57071.1666311,48,10:36:40.217,-02:05:44.81
363,411328,55,g,Blind15A_49,57071.167966,49,10:31:47.285,-04:11:29.62
364,411329,45,g,Blind15A_50,57071.1692949,50,10:36:35.527,-06:17:14.42
365,411330,12,g,Blind15A_01,57071.17122,1,09:13:31.152,-06:18:04.68
366,411331,13,g,Blind15A_02,57071.1726128,2,09:08:53.952,-04:18:02.81
367,411332,14,g,Blind15A_03,57071.1739974,3,09:13:30.840,-02:17:49.30
368,411333,15,g,Blind15A_04,57071.1753841,4,09:08:53.952,-00:17:59.06
369,411334,16,g,Blind15A_05,57071.1767768,5,09:13:31.152,+01:42:02.81
370,411335,17,g,Blind15A_06,57071.1781385,6,09:22:45.552,+01:42:02.81
371,411336,18,g,Blind15A_07,57071.1794721,7,09:18:08.352,-00:17:59.06
372,411337,10,g,Blind15A_08,57071.1807974,8,09:22:45.552,-02:18:00.94
373,411338,11,g,Blind15A_09,57071.1821272,9,09:18:08.352,-04:18:02.81
374,411339,5,g,Blind15A_10,57071.1834876,10,09:22:45.552,-06:18:04.68
375,411340,4,g,Blind15A_11,57071.1848511,11,09:31:59.952,-06:18:04.68
376,411341,3,g,Blind15A_12,57071.1861697,12,09:27:22.752,-04:18:02.81
377,411342,2,g,Blind15A_13,57071.1874999,13,09:31:59.952,-02:18:00.94
378,411343,9,g,Blind15A_14,57071.1888197,14,09:27:22.752,-00:17:59.06
379,411344,8,g,Blind15A_15,57071.1902024,15,09:31:59.952,+01:42:02.81
380,411345,7,g,Blind15A_16,57071.1915493,16,09:41:14.352,+01:42:02.81
381,411346,6,g,Blind15A_17,57071.1928834,17,09:36:37.152,-00:17:59.06
382,411347,1,g,Blind15A_18,57071.1942192,18,09:41:14.352,-02:18:00.94
383,411348,0,g,Blind15A_19,57071.1955317,19,09:36:37.152,-04:18:02.81
384,411349,31,g,Blind15A_20,57071.1969179,20,09:41:14.352,-06:18:04.68
385,411350,32,g,Blind15A_21,57071.1982768,21,09:50:28.752,-06:18:04.68
386,411351,29,g,Blind15A_22,57071.1996069,22,09:45:51.552,-04:18:02.81
387,411352,30,g,Blind15A_23,57071.2009347,23,09:50:28.752,-02:18:00.94
388,411353,35,g,Blind15A_24,57071.2022706,24,09:49:33.312,-00:04:07.46
389,411354,36,g,Blind15A_25,57071.2036092,25,09:50:28.752,+02:09:46.01
390,411355,33,g,Blind15A_26,57071.2050152,26,10:00:28.800,+02:12:36.00
391,411356,34,g,Blind15A_27,57071.2064075,27,09:58:48.000,+00:09:00.00
392,411357,37,g,Blind15A_28,57071.2077913,28,10:00:20.760,-02:05:44.81
393,411358,38,g,Blind15A_29,57071.20911,29,09:55:43.560,-04:05:46.68
394,411359,26,g,Blind15A_30,57071.2104398,30,10:00:20.760,-06:05:48.55
395,411360,25,g,Blind15A_31,57071.211847,31,10:09:35.160,-06:05:48.55
396,411361,28,g,Blind15A_32,57071.213233,32,10:04:02.520,-04:05:46.68
397,411362,27,g,Blind15A_33,57071.2146193,33,10:08:46.394,-02:05:44.81
398,411363,22,g,Blind15A_34,57071.2160155,34,10:12:28.800,+00:00:00.00
399,411364,21,g,Blind15A_35,57071.2173995,35,10:09:32.887,+02:05:44.81
400,411365,24,g,Blind15A_36,57071.2187583,36,10:18:47.287,+02:05:44.81
401,411366,23,g,Blind15A_37,57071.2200948,37,10:21:33.607,+00:05:42.94
402,411367,20,g,Blind15A_38,57071.2214237,38,10:17:17.839,-02:05:44.81
403,411368,19,g,Blind15A_39,57071.2227531,39,10:12:22.570,-04:11:29.62
404,411369,50,g,Blind15A_40,57071.2240972,40,10:20:28.800,-06:31:12.00
405,411370,51,g,Blind15A_41,57071.2255042,41,10:28:47.760,-06:31:12.00
406,411371,52,g,Blind15A_42,57071.2268221,42,10:21:52.800,-04:57:00.00
407,411372,53,g,Blind15A_43,57071.2281741,43,10:27:25.440,-02:08:27.52
408,411373,46,g,Blind15A_44,57071.2295571,44,10:32:02.640,-00:08:25.66
409,411374,47,g,Blind15A_45,57071.2309449,45,10:27:25.440,+01:51:36.22
410,411375,49,g,Blind15A_46,57071.2322933,46,10:36:39.840,+01:51:36.22
411,411376,49,g,Blind15A_47,57071.2336225,47,10:41:31.200,+00:00:00.00
412,411377,54,g,Blind15A_48,57071.2349951,48,10:36:40.217,-02:05:44.81
413,411378,55,g,Blind15A_49,57071.2363844,49,10:31:47.285,-04:11:29.62
414,411379,45,g,Blind15A_50,57071.2377721,50,10:36:35.527,-06:17:14.42
415,411380,12,g,Blind15A_01,57071.2396225,1,09:13:31.152,-06:18:04.68
416,411381,13,g,Blind15A_02,57071.2409471,2,09:08:53.952,-04:18:02.81
417,411382,14,g,Blind15A_03,57071.242286,3,09:13:30.840,-02:17:49.30
418,411383,15,g,Blind15A_04,57071.2436165,4,09:08:53.952,-00:17:59.06
419,411384,16,g,Blind15A_05,57071.2449405,5,09:13:31.152,+01:42:02.81
420,411385,17,g,Blind15A_06,57071.2463396,6,09:22:45.552,+01:42:02.81
421,411386,18,g,Blind15A_07,57071.2477212,7,09:18:08.352,-00:17:59.06
422,411387,10,g,Blind15A_08,57071.249132,8,09:22:45.552,-02:18:00.94
423,411388,11,g,Blind15A_09,57071.2505035,9,09:18:08.352,-04:18:02.81
424,411389,5,g,Blind15A_10,57071.2518885,10,09:22:45.552,-06:18:04.68
425,411390,4,g,Blind15A_11,57071.2532813,11,09:31:59.952,-06:18:04.68
426,411391,3,g,Blind15A_12,57071.2546678,12,09:27:22.752,-04:18:02.81
427,411392,2,g,Blind15A_13,57071.256071,13,09:31:59.952,-02:18:00.94
