# t0_x t0_y theta_par theta_perp v_x v_y likelihood est_flux
120 2007 0.0 0.0 -224.828 -249.697 24.529 0.0
1867 2087 0.0 0.0 -30.522 290.400 24.528 0.0
1467 2646 0.0 0.0 -32.822 312.280 24.528 0.0
1877 2129 0.0 0.0 -146.000 -252.879 24.528 0.0
599 2156 0.0 0.0 -264.100 -56.136 24.528 0.0
1880 2064 0.0 0.0 -179.000 310.037 24.525 0.0
458 2362 0.0 0.0 39.721 -377.918 24.525 0.0
1464 2632 0.0 0.0 28.223 268.521 24.523 0.0
147 402 0.0 0.0 -135.000 233.827 24.523 0.0
1644 822 0.0 0.0 -135.000 233.827 24.523 0.0
324 2902 0.0 0.0 28.223 -268.521 24.523 0.0
924 691 0.0 0.0 -393.215 83.581 24.522 0.0
859 1252 0.0 0.0 97.031 -298.632 24.522 0.0
382 2886 0.0 0.0 -210.107 -233.347 24.522 0.0
250 1854 0.0 0.0 -224.828 249.697 24.521 0.0
1399 1413 0.0 0.0 -37.421 -356.039 24.520 0.0
1704 838 0.0 0.0 -83.435 -256.785 24.519 0.0
143 300 0.0 0.0 146.000 252.879 24.518 0.0
1880 2067 0.0 0.0 195.386 -216.998 24.518 0.0
1868 2084 0.0 0.0 -35.122 334.159 24.518 0.0
957 710 0.0 0.0 83.435 256.785 24.518 0.0
159 330 0.0 0.0 -146.000 -252.879 24.518 0.0
1468 1239 0.0 0.0 -28.223 -268.521 24.516 0.0
1878 2057 0.0 0.0 218.435 -158.702 24.516 0.0
1884 2060 0.0 0.0 -210.107 233.348 24.516 0.0
1471 1224 0.0 0.0 -137.822 424.171 24.515 0.0
1229 2836 0.0 0.0 -103.830 319.555 24.516 0.0
1222 2851 0.0 0.0 -146.000 252.879 24.515 0.0
598 2153 0.0 0.0 -270.000 0.000 24.514 0.0
1396 1061 0.0 0.0 28.223 -268.521 24.514 0.0
1464 2657 0.0 0.0 -83.435 256.785 24.513 0.0
972 756 0.0 0.0 -347.147 154.560 24.513 0.0
469 2368 0.0 0.0 103.830 319.555 24.513 0.0
1456 1267 0.0 0.0 -268.990 298.744 24.512 0.0
188 1872 0.0 0.0 -271.830 -197.496 24.512 0.0
1220 2857 0.0 0.0 -239.549 266.046 24.512 0.0
967 733 0.0 0.0 -90.233 -277.708 24.511 0.0
971 741 0.0 0.0 -90.233 -277.708 24.511 0.0
124 2042 0.0 0.0 -224.828 249.697 24.511 0.0
130 279 0.0 0.0 234.000 405.300 24.511 0.0
1638 839 0.0 0.0 179.000 -310.037 24.510 0.0
650 1929 0.0 0.0 90.233 -277.709 24.510 0.0
1398 1078 0.0 0.0 -37.421 -356.039 24.509 0.0
602 2166 0.0 0.0 -266.755 -118.767 24.507 0.0
145 405 0.0 0.0 180.665 -200.649 24.506 0.0
1200 1145 0.0 0.0 32.822 312.280 24.506 0.0
891 1287 0.0 0.0 -264.100 -56.136 24.506 0.0
894 1288 0.0 0.0 -285.619 -60.710 24.505 0.0
119 2028 0.0 0.0 30.522 290.400 24.505 0.0
648 1937 0.0 0.0 110.628 -340.478 24.505 0.0
558 2108 0.0 0.0 58.118 -552.954 24.505 0.0
173 379 0.0 0.0 -28.223 -268.521 24.504 0.0
174 381 0.0 0.0 -171.814 -528.787 24.504 0.0
1171 2802 0.0 0.0 -218.435 158.702 24.503 0.0
681 1216 0.0 0.0 28.223 268.521 24.502 0.0
150 326 0.0 0.0 -83.435 -256.785 24.501 0.0
972 728 0.0 0.0 -157.000 271.932 24.501 0.0
1466 2660 0.0 0.0 -30.522 -290.400 24.500 0.0
144 303 0.0 0.0 135.000 233.827 24.500 0.0
1410 1160 0.0 0.0 360.822 262.152 24.500 0.0
1473 1223 0.0 0.0 -144.620 445.094 24.499 0.0
1873 2076 0.0 0.0 283.711 -315.094 24.499 0.0
127 288 0.0 0.0 268.991 298.744 24.498 0.0
145 406 0.0 0.0 180.665 -200.649 24.497 0.0
219 1801 0.0 0.0 264.100 56.136 24.496 0.0
1643 835 0.0 0.0 83.435 -256.785 24.496 0.0
168 351 0.0 0.0 -90.233 -277.708 24.495 0.0
165 383 0.0 0.0 -386.757 429.538 24.495 0.0
1397 1058 0.0 0.0 -28.223 -268.521 24.494 0.0
1413 1163 0.0 0.0 343.023 249.221 24.494 0.0
680 1245 0.0 0.0 30.522 -290.400 24.494 0.0
1867 2113 0.0 0.0 -30.522 -290.400 24.494 0.0
171 378 0.0 0.0 -39.721 -377.918 24.493 0.0
683 1201 0.0 0.0 -28.223 268.521 24.493 0.0
1867 2118 0.0 0.0 55.818 -531.075 24.493 0.0
1868 2118 0.0 0.0 -30.522 -290.400 24.493 0.0
1880 2058 0.0 0.0 218.435 -158.702 24.492 0.0
166 334 0.0 0.0 -35.122 334.159 24.492 0.0
168 334 0.0 0.0 30.522 290.400 24.492 0.0
909 1287 0.0 0.0 -402.000 0.000 24.491 0.0
1472 1256 0.0 0.0 -110.628 -340.478 24.491 0.0
877 1224 0.0 0.0 371.696 -79.006 24.491 0.0
138 306 0.0 0.0 180.665 200.649 24.489 0.0
1231 2825 0.0 0.0 -28.223 268.521 24.488 0.0
556 2101 0.0 0.0 28.223 -268.521 24.487 0.0
1225 2843 0.0 0.0 -90.233 277.708 24.487 0.0
968 724 0.0 0.0 -90.233 277.708 24.487 0.0
551 2105 0.0 0.0 158.217 -486.941 24.486 0.0
1046 2607 0.0 0.0 314.000 0.000 24.485 0.0
462 2341 0.0 0.0 83.435 -256.785 24.484 0.0
968 737 0.0 0.0 -97.031 -298.632 24.484 0.0
1466 1205 0.0 0.0 -60.417 574.834 24.484 0.0
966 720 0.0 0.0 -32.822 312.280 24.484 0.0
1689 883 0.0 0.0 180.665 -200.649 24.484 0.0
922 1265 0.0 0.0 -146.000 252.879 24.483 0.0
719 2117 0.0 0.0 -30.522 -290.400 24.482 0.0
971 725 0.0 0.0 -83.435 256.785 24.480 0.0
1459 1201 0.0 0.0 35.122 334.159 24.480 0.0
648 1935 0.0 0.0 103.830 -319.555 24.480 0.0
157 332 0.0 0.0 -83.435 -256.785 24.480 0.0
1868 2105 0.0 0.0 37.421 -356.039 24.480 0.0
923 691 0.0 0.0 -371.696 79.007 24.480 0.0
1874 2120 0.0 0.0 -97.031 -298.632 24.479 0.0
330 2927 0.0 0.0 135.000 233.827 24.479 0.0
968 736 0.0 0.0 -97.031 -298.632 24.478 0.0
1044 2608 0.0 0.0 336.000 0.000 24.478 0.0
1876 2129 0.0 0.0 -146.000 -252.879 24.477 0.0
684 1196 0.0 0.0 -28.223 -268.521 24.476 0.0
1392 2680 0.0 0.0 -254.031 -184.565 24.476 0.0
1393 2681 0.0 0.0 -218.435 -158.702 24.477 0.0
168 335 0.0 0.0 30.522 290.400 24.476 0.0
1228 2838 0.0 0.0 -97.031 298.632 24.476 0.0
159 376 0.0 0.0 -289.000 500.563 24.476 0.0
880 1224 0.0 0.0 350.177 -74.432 24.475 0.0
553 2100 0.0 0.0 144.620 -445.094 24.475 0.0
142 409 0.0 0.0 210.107 -233.348 24.474 0.0
285 619 0.0 0.0 -286.853 -127.715 24.474 0.0
1471 1256 0.0 0.0 -97.031 -298.632 24.474 0.0
1901 2046 0.0 0.0 -325.225 236.290 24.473 0.0
169 1848 0.0 0.0 83.435 256.785 24.473 0.0
961 741 0.0 0.0 -168.000 290.985 24.473 0.0
167 353 0.0 0.0 -103.830 -319.555 24.472 0.0
1198 1151 0.0 0.0 28.223 268.521 24.472 0.0
380 2882 0.0 0.0 -180.665 -200.649 24.472 0.0
1870 2116 0.0 0.0 -83.435 -256.785 24.471 0.0
882 1224 0.0 0.0 328.658 -69.858 24.471 0.0
168 341 0.0 0.0 -157.000 -271.932 24.471 0.0
1153 2842 0.0 0.0 -30.522 -290.400 24.470 0.0
387 2888 0.0 0.0 -180.665 -200.649 24.470 0.0
217 1800 0.0 0.0 264.100 56.136 24.469 0.0
1631 865 0.0 0.0 35.122 -334.159 24.469 0.0
1893 2052 0.0 0.0 -254.031 184.565 24.469 0.0
1167 2885 0.0 0.0 457.773 -97.303 24.469 0.0
1388 2677 0.0 0.0 -218.435 -158.702 24.468 0.0
1864 2121 0.0 0.0 51.219 -487.316 24.467 0.0
1185 2870 0.0 0.0 -270.000 0.000 24.467 0.0
323 2916 0.0 0.0 37.421 -356.039 24.467 0.0
923 1265 0.0 0.0 -146.000 252.879 24.466 0.0
1458 1265 0.0 0.0 -298.432 331.443 24.466 0.0
380 2884 0.0 0.0 -195.386 -216.998 24.466 0.0
1228 1184 0.0 0.0 -264.100 -56.136 24.465 0.0
876 1225 0.0 0.0 371.696 -79.006 24.466 0.0
568 2066 0.0 0.0 -146.000 252.879 24.465 0.0
1222 2852 0.0 0.0 -157.000 271.932 24.465 0.0
1564 655 0.0 0.0 -157.000 -271.932 24.465 0.0
921 1266 0.0 0.0 -135.000 233.827 24.465 0.0
1873 2059 0.0 0.0 407.441 -181.405 24.464 0.0
153 330 0.0 0.0 -90.233 -277.708 24.464 0.0
1223 2853 0.0 0.0 -157.000 271.932 24.463 0.0
1868 2091 0.0 0.0 131.023 -403.248 24.463 0.0
146 310 0.0 0.0 168.000 290.984 24.463 0.0
1198 1161 0.0 0.0 -28.223 -268.521 24.463 0.0
146 312 0.0 0.0 157.000 271.932 24.462 0.0
1636 865 0.0 0.0 -37.421 -356.039 24.462 0.0
250 1839 0.0 0.0 -117.426 361.401 24.462 0.0
476 2377 0.0 0.0 83.435 256.785 24.461 0.0
380 2885 0.0 0.0 -195.386 -216.998 24.461 0.0
1195 551 0.0 0.0 -28.223 -268.521 24.460 0.0
1407 2598 0.0 0.0 371.696 79.006 24.460 0.0
127 277 0.0 0.0 289.000 500.563 24.459 0.0
143 406 0.0 0.0 195.386 -216.998 24.460 0.0
1424 1169 0.0 0.0 325.225 236.290 24.459 0.0
1462 2623 0.0 0.0 35.122 334.159 24.459 0.0
367 1761 0.0 0.0 -135.000 -233.827 24.458 0.0
864 2632 0.0 0.0 210.107 -233.348 24.458 0.0
1280 1158 0.0 0.0 -83.435 256.785 24.458 0.0
906 1287 0.0 0.0 -380.000 0.000 24.458 0.0
1393 2692 0.0 0.0 -210.107 -233.347 24.458 0.0
1871 2110 0.0 0.0 -83.435 -256.785 24.457 0.0
479 2386 0.0 0.0 180.665 200.649 24.457 0.0
1871 2094 0.0 0.0 151.418 -466.018 24.456 0.0
1047 2606 0.0 0.0 285.619 60.710 24.455 0.0
660 1911 0.0 0.0 28.223 -268.521 24.455 0.0
1923 2152 0.0 0.0 -264.100 56.136 24.454 0.0
133 296 0.0 0.0 298.432 331.443 24.453 0.0
1466 1212 0.0 0.0 -30.522 290.400 24.453 0.0
503 2394 0.0 0.0 -414.735 -88.154 24.452 0.0
167 388 0.0 0.0 -48.919 -465.436 24.452 0.0
1879 2069 0.0 0.0 239.549 -266.046 24.452 0.0
137 299 0.0 0.0 245.000 424.352 24.451 0.0
1475 1237 0.0 0.0 -223.000 386.247 24.451 0.0
166 333 0.0 0.0 32.822 312.280 24.451 0.0
1872 2132 0.0 0.0 -103.830 -319.555 24.451 0.0
1166 2886 0.0 0.0 457.773 -97.303 24.450 0.0
327 2886 0.0 0.0 -97.031 298.632 24.450 0.0
149 313 0.0 0.0 135.000 233.827 24.448 0.0
1236 1186 0.0 0.0 -285.619 -60.710 24.447 0.0
1871 2070 0.0 0.0 -83.435 256.785 24.446 0.0
552 2104 0.0 0.0 151.418 -466.018 24.446 0.0
1529 624 0.0 0.0 347.147 154.560 24.445 0.0
166 367 0.0 0.0 -35.122 334.159 24.445 0.0
1874 2084 0.0 0.0 124.225 -382.325 24.443 0.0
1879 2072 0.0 0.0 254.270 -282.395 24.443 0.0
1636 854 0.0 0.0 35.122 -334.159 24.442 0.0
1458 1202 0.0 0.0 35.122 334.159 24.442 0.0
1207 2802 0.0 0.0 195.386 216.998 24.442 0.0
1425 1171 0.0 0.0 307.426 223.358 24.442 0.0
1201 1141 0.0 0.0 -32.822 312.280 24.441 0.0
250 1843 0.0 0.0 -97.031 298.632 24.441 0.0
1199 1141 0.0 0.0 37.421 356.039 24.440 0.0
1868 2119 0.0 0.0 -30.522 -290.400 24.441 0.0
366 2872 0.0 0.0 -264.100 -56.136 24.440 0.0
167 352 0.0 0.0 -83.435 -256.785 24.440 0.0
1465 2659 0.0 0.0 28.223 -268.521 24.440 0.0
386 2889 0.0 0.0 -224.828 -249.697 24.440 0.0
1468 1250 0.0 0.0 -28.223 -268.521 24.439 0.0
369 2874 0.0 0.0 -285.619 -60.710 24.438 0.0
1679 813 0.0 0.0 246.657 109.819 24.437 0.0
300 244 0.0 0.0 -266.755 -118.767 24.437 0.0
1510 621 0.0 0.0 264.100 56.136 24.435 0.0
158 377 0.0 0.0 -278.000 481.510 24.435 0.0
1227 2838 0.0 0.0 -110.628 340.478 24.435 0.0
1467 1241 0.0 0.0 -30.522 -290.400 24.435 0.0
1866 2117 0.0 0.0 55.818 -531.075 24.434 0.0
1875 2132 0.0 0.0 -131.023 -403.248 24.434 0.0
153 386 0.0 0.0 -245.000 424.353 24.433 0.0
1427 1166 0.0 0.0 268.991 298.744 24.433 0.0
1450 2607 0.0 0.0 146.000 252.879 24.433 0.0
121 2022 0.0 0.0 35.122 334.159 24.429 0.0
1462 1260 0.0 0.0 -342.595 380.490 24.428 0.0
860 1251 0.0 0.0 97.031 -298.632 24.427 0.0
1390 2682 0.0 0.0 -210.107 -233.347 24.427 0.0
1878 2055 0.0 0.0 347.147 -154.560 24.427 0.0
556 2105 0.0 0.0 55.818 -531.075 24.427 0.0
247 1836 0.0 0.0 -28.223 -268.521 24.427 0.0
469 2369 0.0 0.0 97.031 298.632 24.427 0.0
1462 2670 0.0 0.0 32.822 -312.280 24.427 0.0
1205 1126 0.0 0.0 -135.000 233.827 24.426 0.0
1867 2110 0.0 0.0 -28.223 -268.521 24.426 0.0
943 3665 0.0 0.0 264.100 56.136 24.426 0.0
1322 1216 0.0 0.0 -37.421 356.039 24.426 0.0
144 304 0.0 0.0 135.000 233.827 24.425 0.0
966 726 0.0 0.0 -90.233 277.708 24.424 0.0
1462 2671 0.0 0.0 32.822 -312.280 24.424 0.0
157 331 0.0 0.0 -83.435 -256.785 24.423 0.0
1887 2137 0.0 0.0 195.386 216.998 24.422 0.0
973 730 0.0 0.0 -146.000 252.879 24.422 0.0
168 332 0.0 0.0 32.822 312.280 24.421 0.0
1885 2073 0.0 0.0 30.522 -290.400 24.421 0.0
1220 2862 0.0 0.0 83.435 -256.785 24.421 0.0
140 293 0.0 0.0 190.000 329.090 24.420 0.0
1456 2618 0.0 0.0 110.628 340.478 24.420 0.0
166 386 0.0 0.0 -35.122 -334.159 24.420 0.0
1391 2680 0.0 0.0 -254.031 -184.565 24.419 0.0
1459 1241 0.0 0.0 39.721 377.918 24.419 0.0
187 1873 0.0 0.0 -254.270 -282.395 24.418 0.0
1900 2046 0.0 0.0 -325.225 236.290 24.415 0.0
1875 2080 0.0 0.0 110.628 -340.478 24.415 0.0
600 2158 0.0 0.0 -264.100 -56.136 24.415 0.0
376 1740 0.0 0.0 -195.386 216.998 24.415 0.0
1868 2082 0.0 0.0 -37.421 356.039 24.415 0.0
1194 2877 0.0 0.0 246.657 -109.819 24.413 0.0
967 726 0.0 0.0 -83.435 256.785 24.412 0.0
182 1870 0.0 0.0 -190.000 -329.090 24.411 0.0
1873 2056 0.0 0.0 387.343 -172.456 24.410 0.0
1462 2656 0.0 0.0 -90.233 277.708 24.410 0.0
489 2389 0.0 0.0 -367.245 -163.508 24.410 0.0
602 2158 0.0 0.0 -367.245 -163.508 24.409 0.0
458 2360 0.0 0.0 37.421 -356.039 24.409 0.0
970 736 0.0 0.0 -254.270 282.395 24.408 0.0
1872 2094 0.0 0.0 -30.522 -290.400 24.408 0.0
717 2074 0.0 0.0 -42.020 399.798 24.408 0.0
884 1281 0.0 0.0 -270.000 0.000 24.407 0.0
1322 1217 0.0 0.0 -42.020 399.798 24.407 0.0
1395 1058 0.0 0.0 30.522 -290.400 24.406 0.0
1470 1254 0.0 0.0 -83.435 -256.785 24.406 0.0
968 728 0.0 0.0 -83.435 256.785 24.405 0.0
1877 2073 0.0 0.0 90.233 -277.709 24.404 0.0
1213 1180 0.0 0.0 -224.828 -249.697 24.402 0.0
139 307 0.0 0.0 180.665 200.649 24.402 0.0
132 286 0.0 0.0 289.000 500.563 24.401 0.0
178 384 0.0 0.0 -165.015 -507.864 24.401 0.0
567 2067 0.0 0.0 -135.000 233.827 24.400 0.0
1466 1221 0.0 0.0 -83.435 -256.785 24.400 0.0
479 2382 0.0 0.0 -218.435 -158.702 24.400 0.0
1466 1241 0.0 0.0 -28.223 -268.521 24.400 0.0
153 387 0.0 0.0 -245.000 424.353 24.399 0.0
967 738 0.0 0.0 -103.830 -319.555 24.397 0.0
248 1842 0.0 0.0 -110.628 340.478 24.396 0.0
172 362 0.0 0.0 -103.830 -319.555 24.396 0.0
470 2369 0.0 0.0 97.031 298.632 24.396 0.0
942 3665 0.0 0.0 264.100 56.136 24.395 0.0
1225 1191 0.0 0.0 -342.595 -380.490 24.394 0.0
1463 1214 0.0 0.0 28.223 268.521 24.394 0.0
1227 2840 0.0 0.0 -90.233 277.708 24.393 0.0
840 401 0.0 0.0 83.435 -256.785 24.393 0.0
921 1268 0.0 0.0 -135.000 233.827 24.393 0.0
169 345 0.0 0.0 -212.000 -367.195 24.392 0.0
161 328 0.0 0.0 -146.000 -252.879 24.392 0.0
1704 839 0.0 0.0 -83.435 -256.785 24.392 0.0
326 2920 0.0 0.0 201.000 348.142 24.391 0.0
252 1851 0.0 0.0 -254.270 282.395 24.391 0.0
387 2887 0.0 0.0 -180.665 -200.649 24.390 0.0
1680 813 0.0 0.0 246.657 109.819 24.390 0.0
1468 1261 0.0 0.0 -42.021 -399.798 24.390 0.0
1875 2127 0.0 0.0 -135.000 -233.827 24.389 0.0
123 2022 0.0 0.0 -37.421 356.039 24.389 0.0
724 2095 0.0 0.0 -137.822 424.171 24.389 0.0
1464 2654 0.0 0.0 -90.233 277.708 24.388 0.0
679 1125 0.0 0.0 28.223 268.521 24.387 0.0
1467 2629 0.0 0.0 -30.522 290.400 24.386 0.0
166 341 0.0 0.0 -157.000 -271.932 24.385 0.0
175 377 0.0 0.0 -158.217 -486.941 24.385 0.0
552 2102 0.0 0.0 151.418 -466.018 24.385 0.0
167 337 0.0 0.0 28.223 268.521 24.384 0.0
1224 2852 0.0 0.0 -157.000 271.932 24.384 0.0
1561 652 0.0 0.0 -146.000 -252.879 24.384 0.0
1876 2054 0.0 0.0 367.245 -163.508 24.384 0.0
1428 1166 0.0 0.0 254.270 282.395 24.382 0.0
131 422 0.0 0.0 268.990 -298.744 24.381 0.0
1873 2073 0.0 0.0 -135.000 233.827 24.381 0.0
1388 2676 0.0 0.0 -218.435 -158.702 24.381 0.0
169 362 0.0 0.0 -103.830 -319.555 24.380 0.0
1226 1192 0.0 0.0 -357.316 -396.839 24.380 0.0
1868 2089 0.0 0.0 97.031 -298.632 24.380 0.0
1882 2065 0.0 0.0 -180.665 200.649 24.379 0.0
246 1847 0.0 0.0 -90.233 277.708 24.379 0.0
1392 2684 0.0 0.0 -224.828 -249.697 24.378 0.0
1664 880 0.0 0.0 -264.100 -56.136 24.377 0.0
149 314 0.0 0.0 135.000 233.827 24.376 0.0
1182 518 0.0 0.0 180.665 200.649 24.375 0.0
1199 1150 0.0 0.0 30.522 290.400 24.375 0.0
653 1906 0.0 0.0 131.023 -403.248 24.375 0.0
1212 2806 0.0 0.0 -246.657 -109.819 24.375 0.0
1473 1225 0.0 0.0 -137.822 424.171 24.374 0.0
1462 1210 0.0 0.0 28.223 268.521 24.374 0.0
1469 2633 0.0 0.0 -39.721 377.918 24.373 0.0
329 2924 0.0 0.0 146.000 252.879 24.372 0.0
961 739 0.0 0.0 -179.000 310.037 24.372 0.0
124 2025 0.0 0.0 -32.822 312.280 24.370 0.0
160 384 0.0 0.0 -212.000 367.195 24.370 0.0
503 2395 0.0 0.0 -414.735 -88.154 24.370 0.0
120 2005 0.0 0.0 -195.386 -216.998 24.369 0.0
1876 2079 0.0 0.0 -146.000 252.879 24.369 0.0
1867 2086 0.0 0.0 -32.822 312.280 24.369 0.0
1464 2655 0.0 0.0 -90.233 277.708 24.369 0.0
1465 1250 0.0 0.0 -28.223 -268.521 24.368 0.0
192 1872 0.0 0.0 -289.628 -210.427 24.368 0.0
1427 2602 0.0 0.0 -292.000 0.000 24.368 0.0
1864 2123 0.0 0.0 53.519 -509.195 24.367 0.0
156 311 0.0 0.0 90.233 277.708 24.367 0.0
235 1875 0.0 0.0 -414.735 88.155 24.365 0.0
486 2400 0.0 0.0 -283.711 -315.093 24.364 0.0
965 718 0.0 0.0 -32.822 312.280 24.363 0.0
370 2873 0.0 0.0 -285.619 -60.710 24.362 0.0
881 1225 0.0 0.0 307.138 -65.284 24.362 0.0
125 2019 0.0 0.0 -37.421 356.039 24.362 0.0
1417 1163 0.0 0.0 307.426 223.358 24.361 0.0
325 2930 0.0 0.0 210.107 233.347 24.361 0.0
164 336 0.0 0.0 -32.822 312.280 24.361 0.0
1468 1246 0.0 0.0 -35.122 -334.159 24.360 0.0
1063 2605 0.0 0.0 195.386 216.998 24.360 0.0
1883 2059 0.0 0.0 271.830 -197.496 24.359 0.0
147 409 0.0 0.0 157.000 -271.932 24.359 0.0
1561 651 0.0 0.0 -146.000 -252.879 24.358 0.0
375 1741 0.0 0.0 -180.665 200.649 24.358 0.0
1199 1153 0.0 0.0 28.223 268.521 24.358 0.0
1425 1162 0.0 0.0 224.828 249.697 24.357 0.0
1175 2804 0.0 0.0 -271.830 197.496 24.357 0.0
858 1246 0.0 0.0 -28.223 268.521 24.357 0.0
921 693 0.0 0.0 -350.177 74.432 24.356 0.0
1045 2607 0.0 0.0 314.000 0.000 24.356 0.0
1225 2871 0.0 0.0 -246.657 109.819 24.356 0.0
1472 1235 0.0 0.0 -131.023 403.248 24.355 0.0
1230 2834 0.0 0.0 -110.628 340.478 24.354 0.0
1708 826 0.0 0.0 28.223 268.521 24.353 0.0
1873 2067 0.0 0.0 325.225 -236.290 24.353 0.0
150 394 0.0 0.0 -212.000 367.195 24.352 0.0
966 735 0.0 0.0 -137.822 -424.171 24.352 0.0
1873 2077 0.0 0.0 -97.031 298.632 24.351 0.0
1208 2805 0.0 0.0 -371.696 -79.006 24.351 0.0
1468 1256 0.0 0.0 -35.122 -334.159 24.350 0.0
494 2391 0.0 0.0 -407.441 -181.404 24.350 0.0
1457 1266 0.0 0.0 -283.711 315.093 24.350 0.0
337 2934 0.0 0.0 -224.828 -249.697 24.349 0.0
1395 1064 0.0 0.0 30.522 -290.400 24.349 0.0
1471 1252 0.0 0.0 -97.031 -298.632 24.349 0.0
250 1838 0.0 0.0 -117.426 361.401 24.347 0.0
1222 2854 0.0 0.0 -239.549 266.046 24.347 0.0
909 692 0.0 0.0 424.000 0.000 24.347 0.0
965 735 0.0 0.0 -137.822 -424.171 24.347 0.0
615 2173 0.0 0.0 -387.343 -172.456 24.346 0.0
1231 2826 0.0 0.0 -28.223 268.521 24.346 0.0
1881 2075 0.0 0.0 190.000 -329.090 24.345 0.0
384 2888 0.0 0.0 -210.107 -233.347 24.345 0.0
1866 2120 0.0 0.0 58.118 -552.954 24.345 0.0
829 363 0.0 0.0 218.435 158.702 24.344 0.0
1447 1272 0.0 0.0 -146.000 252.879 24.343 0.0
1560 648 0.0 0.0 -135.000 -233.827 24.343 0.0
1186 2869 0.0 0.0 -292.000 0.000 24.342 0.0
973 724 0.0 0.0 -83.435 256.785 24.340 0.0
961 733 0.0 0.0 -28.223 -268.521 24.340 0.0
247 1844 0.0 0.0 -103.830 319.555 24.340 0.0
1393 2679 0.0 0.0 -271.830 -197.496 24.340 0.0
962 728 0.0 0.0 -28.223 268.521 24.340 0.0
1870 2077 0.0 0.0 -90.233 277.708 24.339 0.0
1867 2119 0.0 0.0 -30.522 -290.400 24.339 0.0
174 351 0.0 0.0 -256.000 -443.405 24.338 0.0
141 308 0.0 0.0 224.828 249.697 24.337 0.0
1281 1152 0.0 0.0 -97.031 298.632 24.337 0.0
1867 2095 0.0 0.0 144.620 -445.094 24.336 0.0
601 2166 0.0 0.0 -307.426 -223.358 24.336 0.0
155 325 0.0 0.0 117.426 361.401 24.335 0.0
968 723 0.0 0.0 -90.233 277.708 24.334 0.0
857 2634 0.0 0.0 195.386 -216.998 24.334 0.0
1575 600 0.0 0.0 327.049 145.612 24.333 0.0
684 1131 0.0 0.0 -28.223 268.521 24.334 0.0
911 1287 0.0 0.0 -424.000 0.000 24.332 0.0
1466 2644 0.0 0.0 -35.122 334.159 24.332 0.0
722 2091 0.0 0.0 -83.435 256.785 24.331 0.0
1469 2667 0.0 0.0 -30.522 -290.400 24.332 0.0
1462 2682 0.0 0.0 42.020 -399.798 24.332 0.0
555 2107 0.0 0.0 58.118 -552.954 24.331 0.0
600 2164 0.0 0.0 -246.657 -109.819 24.331 0.0
1874 2129 0.0 0.0 -117.426 -361.401 24.331 0.0
1867 2093 0.0 0.0 110.628 -340.478 24.330 0.0
1861 2111 0.0 0.0 165.015 -507.864 24.329 0.0
1474 1227 0.0 0.0 -131.023 403.248 24.328 0.0
1635 864 0.0 0.0 -35.122 -334.159 24.328 0.0
915 1232 0.0 0.0 -254.031 -184.565 24.328 0.0
153 326 0.0 0.0 135.000 233.827 24.328 0.0
1470 1252 0.0 0.0 -83.435 -256.785 24.327 0.0
958 758 0.0 0.0 90.233 -277.709 24.327 0.0
557 2111 0.0 0.0 60.417 -574.834 24.326 0.0
1470 2671 0.0 0.0 -32.822 -312.280 24.325 0.0
175 376 0.0 0.0 -158.217 -486.941 24.325 0.0
131 286 0.0 0.0 278.000 481.510 24.324 0.0
956 706 0.0 0.0 90.233 277.708 24.323 0.0
160 393 0.0 0.0 -342.595 380.490 24.322 0.0
1874 2059 0.0 0.0 387.343 -172.456 24.321 0.0
1561 647 0.0 0.0 -195.386 -216.998 24.321 0.0
971 756 0.0 0.0 -347.147 154.560 24.320 0.0
1864 2079 0.0 0.0 135.000 -233.827 24.320 0.0
860 1247 0.0 0.0 83.435 -256.785 24.319 0.0
185 1863 0.0 0.0 210.107 233.347 24.319 0.0
499 2396 0.0 0.0 -264.100 -56.136 24.319 0.0
1320 1217 0.0 0.0 -35.122 334.159 24.319 0.0
168 331 0.0 0.0 32.822 312.280 24.319 0.0
1902 2047 0.0 0.0 -343.023 249.221 24.319 0.0
959 748 0.0 0.0 -180.665 200.649 24.317 0.0
171 349 0.0 0.0 -157.000 -271.932 24.317 0.0
1873 2075 0.0 0.0 -97.031 298.632 24.317 0.0
1472 1229 0.0 0.0 -124.225 382.325 24.316 0.0
1427 1163 0.0 0.0 210.107 233.347 24.316 0.0
398 2895 0.0 0.0 -32.822 312.280 24.316 0.0
170 344 0.0 0.0 -212.000 -367.195 24.315 0.0
1439 2605 0.0 0.0 -264.100 -56.136 24.314 0.0
957 747 0.0 0.0 -146.000 252.879 24.313 0.0
1462 1211 0.0 0.0 30.522 290.400 24.312 0.0
1874 2077 0.0 0.0 97.031 -298.632 24.312 0.0
479 2381 0.0 0.0 -218.435 -158.702 24.312 0.0
151 325 0.0 0.0 -83.435 -256.785 24.312 0.0
249 1844 0.0 0.0 -83.435 256.785 24.312 0.0
684 1138 0.0 0.0 -28.223 268.521 24.311 0.0
1421 1160 0.0 0.0 372.037 413.188 24.311 0.0
880 1225 0.0 0.0 350.177 -74.432 24.311 0.0
1866 2099 0.0 0.0 171.813 -528.787 24.311 0.0
1866 2101 0.0 0.0 165.015 -507.864 24.311 0.0
876 1224 0.0 0.0 371.696 -79.006 24.309 0.0
892 1287 0.0 0.0 -264.100 -56.136 24.309 0.0
