# t0_x t0_y theta_par theta_perp v_x v_y likelihood est_flux
649 2042 0.0 0.0 289.577 147.547 127.355 0.0
663 2042 0.0 0.0 202.254 146.946 127.355 0.0
651 2043 0.0 0.0 276.212 140.737 127.355 0.0
643 2044 0.0 0.0 327.977 135.853 127.355 0.0
660 2044 0.0 0.0 221.686 135.850 127.355 0.0
645 2045 0.0 0.0 314.119 130.112 127.355 0.0
646 2045 0.0 0.0 309.500 128.199 127.355 0.0
655 2045 0.0 0.0 253.937 129.387 127.355 0.0
635 2046 0.0 0.0 375.667 122.062 127.355 0.0
648 2046 0.0 0.0 295.641 122.459 127.355 0.0
657 2046 0.0 0.0 240.572 122.577 127.355 0.0
637 2047 0.0 0.0 361.401 117.426 127.355 0.0
650 2047 0.0 0.0 281.783 116.718 127.355 0.0
655 2049 0.0 0.0 254.067 105.238 127.355 0.0
647 2050 0.0 0.0 304.338 98.885 127.355 0.0
634 2051 0.0 0.0 384.086 92.211 127.355 0.0
650 2051 0.0 0.0 285.317 92.705 127.355 0.0
638 2052 0.0 0.0 359.777 86.375 127.355 0.0
653 2052 0.0 0.0 266.296 86.525 127.355 0.0
642 2053 0.0 0.0 330.606 79.371 127.355 0.0
656 2053 0.0 0.0 247.275 80.344 127.355 0.0
646 2054 0.0 0.0 306.297 73.535 127.355 0.0
650 2055 0.0 0.0 281.987 67.699 127.355 0.0
654 2056 0.0 0.0 257.678 61.863 127.355 0.0
639 2057 0.0 0.0 350.629 55.534 127.355 0.0
652 2059 0.0 0.0 271.614 43.019 127.355 0.0
632 2061 0.0 0.0 393.782 30.991 127.355 0.0
633 2061 0.0 0.0 388.798 30.599 127.355 0.0
645 2062 0.0 0.0 314.029 24.715 127.355 0.0
649 2037 0.0 0.0 289.898 177.650 127.349 0.0
129 383 0.0 0.0 176.777 -176.777 127.340 0.0
653 2035 0.0 0.0 266.976 193.969 127.333 0.0
649 2032 0.0 0.0 291.246 211.603 127.316 0.0
118 359 0.0 0.0 249.229 -19.615 127.315 0.0
119 365 0.0 0.0 243.092 -58.361 127.315 0.0
120 368 0.0 0.0 237.764 -77.254 127.315 0.0
121 371 0.0 0.0 230.970 -95.671 127.315 0.0
657 2038 0.0 0.0 238.660 173.397 127.311 0.0
702 2108 0.0 0.0 -40.673 -256.799 127.285 0.0
699 2112 0.0 0.0 -22.361 -284.121 127.268 0.0
700 2119 0.0 0.0 -25.499 -323.998 127.268 0.0
700 2120 0.0 0.0 -26.284 -333.967 127.268 0.0
647 2031 0.0 0.0 299.336 217.481 127.255 0.0
132 320 0.0 0.0 155.763 214.389 127.199 0.0
644 2028 0.0 0.0 319.562 232.175 127.199 0.0
656 2037 0.0 0.0 246.750 179.275 127.172 0.0
646 2030 0.0 0.0 307.426 223.358 127.156 0.0
702 2109 0.0 0.0 -42.237 -266.676 127.147 0.0
139 399 0.0 0.0 110.978 -267.925 127.134 0.0
702 2107 0.0 0.0 -39.891 -251.861 127.123 0.0
645 2029 0.0 0.0 315.517 229.236 127.116 0.0
699 2113 0.0 0.0 -22.753 -289.106 127.107 0.0
699 2114 0.0 0.0 -23.145 -294.091 127.107 0.0
699 2115 0.0 0.0 -23.930 -304.060 127.107 0.0
652 2034 0.0 0.0 271.021 196.908 127.066 0.0
699 2116 0.0 0.0 -24.322 -309.044 127.025 0.0
659 2051 0.0 0.0 230.970 95.671 126.930 0.0
657 2054 0.0 0.0 242.519 78.799 126.930 0.0
658 2054 0.0 0.0 237.764 77.254 126.930 0.0
657 2057 0.0 0.0 243.092 58.361 126.930 0.0
656 2063 0.0 0.0 249.229 19.615 126.930 0.0
655 2066 0.0 0.0 255.000 0.000 126.930 0.0
656 2066 0.0 0.0 250.000 0.000 126.930 0.0
656 2069 0.0 0.0 249.229 -19.615 126.930 0.0
657 2075 0.0 0.0 243.092 -58.361 126.930 0.0
657 2078 0.0 0.0 242.519 -78.799 126.930 0.0
658 2078 0.0 0.0 237.764 -77.254 126.930 0.0
659 2081 0.0 0.0 230.970 -95.671 126.930 0.0
662 2087 0.0 0.0 213.160 -130.625 126.930 0.0
668 2094 0.0 0.0 176.777 -176.777 126.930 0.0
667 2095 0.0 0.0 180.312 -180.312 126.930 0.0
675 2100 0.0 0.0 130.625 -213.160 126.930 0.0
681 2103 0.0 0.0 95.671 -230.970 126.930 0.0
684 2104 0.0 0.0 77.254 -237.764 126.930 0.0
684 2105 0.0 0.0 78.799 -242.519 126.930 0.0
687 2105 0.0 0.0 58.361 -243.093 126.930 0.0
693 2106 0.0 0.0 19.615 -249.229 126.930 0.0
696 2106 0.0 0.0 -0.000 -250.000 126.930 0.0
696 2107 0.0 0.0 -0.000 -255.000 126.930 0.0
662 2045 0.0 0.0 213.160 130.625 126.924 0.0
130 305 0.0 0.0 158.897 311.852 126.892 0.0
699 2106 0.0 0.0 -19.615 -249.229 126.887 0.0
647 2030 0.0 0.0 303.381 220.419 126.876 0.0
700 2125 0.0 0.0 -28.638 -363.875 126.847 0.0
651 2033 0.0 0.0 279.111 202.786 126.777 0.0
665 2040 0.0 0.0 190.101 162.362 126.745 0.0
648 2031 0.0 0.0 295.291 214.542 126.732 0.0
158 348 0.0 0.0 -180.312 180.312 126.408 0.0
131 306 0.0 0.0 158.897 311.852 126.224 0.0
649 2108 0.0 0.0 232.175 319.562 125.995 0.0
650 2109 0.0 0.0 226.297 311.472 125.995 0.0
645 2111 0.0 0.0 256.532 300.360 125.995 0.0
646 2112 0.0 0.0 253.285 296.558 125.995 0.0
652 2112 0.0 0.0 214.542 295.291 125.995 0.0
647 2113 0.0 0.0 246.790 288.954 125.995 0.0
648 2114 0.0 0.0 240.296 281.350 125.995 0.0
642 2115 0.0 0.0 275.772 275.772 125.995 0.0
643 2116 0.0 0.0 268.701 268.701 125.995 0.0
649 2116 0.0 0.0 233.801 273.746 125.995 0.0
644 2117 0.0 0.0 265.165 265.165 125.995 0.0
650 2117 0.0 0.0 227.307 266.142 125.995 0.0
638 2118 0.0 0.0 300.360 256.532 125.995 0.0
645 2118 0.0 0.0 258.094 258.094 125.995 0.0
651 2118 0.0 0.0 220.812 258.538 125.995 0.0
639 2119 0.0 0.0 296.558 253.285 125.995 0.0
646 2119 0.0 0.0 251.023 251.023 125.995 0.0
652 2119 0.0 0.0 214.318 250.934 125.995 0.0
639 2120 0.0 0.0 292.756 250.037 125.995 0.0
640 2120 0.0 0.0 288.954 246.790 125.995 0.0
647 2120 0.0 0.0 247.487 247.487 125.995 0.0
641 2121 0.0 0.0 281.350 240.296 125.995 0.0
648 2121 0.0 0.0 240.416 240.416 125.995 0.0
653 2121 0.0 0.0 207.823 243.330 125.995 0.0
635 2122 0.0 0.0 319.562 232.175 125.995 0.0
642 2122 0.0 0.0 277.548 237.049 125.995 0.0
643 2122 0.0 0.0 273.746 233.801 125.995 0.0
649 2122 0.0 0.0 233.345 233.345 125.995 0.0
654 2122 0.0 0.0 201.329 235.726 125.995 0.0
636 2123 0.0 0.0 311.472 226.297 125.995 0.0
643 2123 0.0 0.0 269.944 230.554 125.995 0.0
644 2123 0.0 0.0 266.142 227.307 125.995 0.0
650 2123 0.0 0.0 226.274 226.274 125.995 0.0
637 2124 0.0 0.0 307.426 223.358 125.995 0.0
638 2124 0.0 0.0 303.381 220.419 125.995 0.0
644 2124 0.0 0.0 262.340 224.060 125.995 0.0
645 2124 0.0 0.0 258.538 220.812 125.995 0.0
638 2125 0.0 0.0 299.336 217.481 125.995 0.0
639 2125 0.0 0.0 295.291 214.542 125.995 0.0
646 2125 0.0 0.0 250.934 214.318 125.995 0.0
640 2126 0.0 0.0 287.201 208.664 125.995 0.0
647 2126 0.0 0.0 247.132 211.071 125.995 0.0
632 2127 0.0 0.0 336.793 206.387 125.995 0.0
633 2127 0.0 0.0 332.530 203.774 125.995 0.0
641 2127 0.0 0.0 283.156 205.725 125.995 0.0
642 2127 0.0 0.0 279.111 202.786 125.995 0.0
648 2127 0.0 0.0 239.528 204.576 125.995 0.0
654 2127 0.0 0.0 201.525 201.525 125.995 0.0
634 2128 0.0 0.0 324.003 198.549 125.995 0.0
635 2128 0.0 0.0 319.740 195.937 125.995 0.0
642 2128 0.0 0.0 275.066 199.847 125.995 0.0
643 2128 0.0 0.0 271.021 196.908 125.995 0.0
649 2128 0.0 0.0 231.924 198.082 125.995 0.0
636 2129 0.0 0.0 311.214 190.712 125.995 0.0
644 2129 0.0 0.0 262.931 191.030 125.995 0.0
650 2129 0.0 0.0 228.122 194.834 125.995 0.0
637 2130 0.0 0.0 306.950 188.099 125.995 0.0
638 2130 0.0 0.0 302.687 185.487 125.995 0.0
645 2130 0.0 0.0 258.885 188.091 125.995 0.0
646 2130 0.0 0.0 254.840 185.152 125.995 0.0
651 2130 0.0 0.0 220.518 188.340 125.995 0.0
630 2131 0.0 0.0 351.948 179.326 125.995 0.0
631 2131 0.0 0.0 347.493 177.056 125.995 0.0
639 2131 0.0 0.0 294.161 180.262 125.995 0.0
640 2131 0.0 0.0 289.898 177.650 125.995 0.0
646 2131 0.0 0.0 250.795 182.213 125.995 0.0
647 2131 0.0 0.0 246.750 179.275 125.995 0.0
631 2132 0.0 0.0 343.038 174.786 125.995 0.0
632 2132 0.0 0.0 338.582 172.516 125.995 0.0
641 2132 0.0 0.0 281.371 172.425 125.995 0.0
648 2132 0.0 0.0 238.660 173.397 125.995 0.0
654 2132 0.0 0.0 201.508 172.104 125.995 0.0
633 2133 0.0 0.0 329.672 167.976 125.995 0.0
634 2133 0.0 0.0 325.217 165.707 125.995 0.0
642 2133 0.0 0.0 277.108 169.812 125.995 0.0
643 2133 0.0 0.0 272.845 167.200 125.995 0.0
649 2133 0.0 0.0 234.615 170.458 125.995 0.0
635 2134 0.0 0.0 320.762 163.437 125.995 0.0
636 2134 0.0 0.0 311.852 158.897 125.995 0.0
643 2134 0.0 0.0 268.582 164.587 125.995 0.0
644 2134 0.0 0.0 264.318 161.975 125.995 0.0
645 2134 0.0 0.0 260.055 159.362 125.995 0.0
650 2134 0.0 0.0 226.525 164.580 125.995 0.0
637 2135 0.0 0.0 307.397 156.627 125.995 0.0
638 2135 0.0 0.0 302.942 154.357 125.995 0.0
646 2135 0.0 0.0 251.529 154.137 125.995 0.0
652 2135 0.0 0.0 214.390 155.763 125.995 0.0
628 2136 0.0 0.0 360.313 149.247 125.995 0.0
629 2136 0.0 0.0 355.694 147.333 125.995 0.0
639 2136 0.0 0.0 294.032 149.817 125.995 0.0
640 2136 0.0 0.0 289.577 147.547 125.995 0.0
647 2136 0.0 0.0 247.266 151.525 125.995 0.0
630 2137 0.0 0.0 351.074 145.420 125.995 0.0
631 2137 0.0 0.0 341.835 141.593 125.995 0.0
641 2137 0.0 0.0 280.667 143.007 125.995 0.0
642 2137 0.0 0.0 276.212 140.737 125.995 0.0
648 2137 0.0 0.0 238.739 146.300 125.995 0.0
649 2137 0.0 0.0 234.476 143.687 125.995 0.0
632 2138 0.0 0.0 337.216 139.679 125.995 0.0
633 2138 0.0 0.0 332.597 137.766 125.995 0.0
634 2138 0.0 0.0 327.977 135.853 125.995 0.0
643 2138 0.0 0.0 271.757 138.467 125.995 0.0
644 2138 0.0 0.0 267.302 136.197 125.995 0.0
650 2138 0.0 0.0 225.950 138.462 125.995 0.0
651 2138 0.0 0.0 221.686 135.850 125.995 0.0
634 2139 0.0 0.0 323.358 133.939 125.995 0.0
635 2139 0.0 0.0 318.738 132.026 125.995 0.0
636 2139 0.0 0.0 314.119 130.112 125.995 0.0
637 2139 0.0 0.0 309.500 128.199 125.995 0.0
644 2139 0.0 0.0 262.847 133.927 125.995 0.0
645 2139 0.0 0.0 258.392 131.657 125.995 0.0
646 2139 0.0 0.0 253.937 129.387 125.995 0.0
626 2140 0.0 0.0 375.667 122.062 125.995 0.0
638 2140 0.0 0.0 300.261 124.372 125.995 0.0
639 2140 0.0 0.0 295.641 122.459 125.995 0.0
647 2140 0.0 0.0 245.027 124.847 125.995 0.0
648 2140 0.0 0.0 240.572 122.577 125.995 0.0
627 2141 0.0 0.0 366.157 118.972 125.995 0.0
628 2141 0.0 0.0 361.401 117.426 125.995 0.0
640 2141 0.0 0.0 291.022 120.545 125.995 0.0
641 2141 0.0 0.0 281.783 116.718 125.995 0.0
629 2142 0.0 0.0 356.646 115.881 125.995 0.0
630 2142 0.0 0.0 351.891 114.336 125.995 0.0
631 2142 0.0 0.0 342.380 111.246 125.995 0.0
642 2142 0.0 0.0 277.164 114.805 125.995 0.0
643 2142 0.0 0.0 272.544 112.892 125.995 0.0
644 2142 0.0 0.0 267.925 110.978 125.995 0.0
650 2142 0.0 0.0 227.207 115.768 125.995 0.0
632 2143 0.0 0.0 337.625 109.701 125.995 0.0
633 2143 0.0 0.0 332.870 108.156 125.995 0.0
634 2143 0.0 0.0 323.359 105.066 125.995 0.0
644 2143 0.0 0.0 263.306 109.065 125.995 0.0
645 2143 0.0 0.0 258.686 107.151 125.995 0.0
646 2143 0.0 0.0 254.067 105.238 125.995 0.0
635 2144 0.0 0.0 318.604 103.521 125.995 0.0
636 2144 0.0 0.0 313.849 101.976 125.995 0.0
637 2144 0.0 0.0 309.093 100.431 125.995 0.0
638 2144 0.0 0.0 304.338 98.885 125.995 0.0
647 2144 0.0 0.0 244.828 101.411 125.995 0.0
648 2144 0.0 0.0 240.209 99.498 125.995 0.0
625 2145 0.0 0.0 384.086 92.211 125.995 0.0
638 2145 0.0 0.0 299.583 97.340 125.995 0.0
639 2145 0.0 0.0 294.828 95.795 125.995 0.0
640 2145 0.0 0.0 290.072 94.250 125.995 0.0
641 2145 0.0 0.0 285.317 92.705 125.995 0.0
625 2146 0.0 0.0 379.224 91.044 125.995 0.0
626 2146 0.0 0.0 374.362 89.876 125.995 0.0
627 2146 0.0 0.0 369.501 88.709 125.995 0.0
628 2146 0.0 0.0 364.639 87.542 125.995 0.0
629 2146 0.0 0.0 359.777 86.375 125.995 0.0
641 2146 0.0 0.0 280.562 91.160 125.995 0.0
642 2146 0.0 0.0 275.806 89.615 125.995 0.0
643 2146 0.0 0.0 271.051 88.070 125.995 0.0
644 2146 0.0 0.0 266.296 86.525 125.995 0.0
629 2147 0.0 0.0 354.915 85.208 125.995 0.0
630 2147 0.0 0.0 350.053 84.040 125.995 0.0
631 2147 0.0 0.0 345.191 82.873 125.995 0.0
632 2147 0.0 0.0 335.468 80.539 125.995 0.0
633 2147 0.0 0.0 330.606 79.371 125.995 0.0
645 2147 0.0 0.0 256.785 83.435 125.995 0.0
646 2147 0.0 0.0 252.030 81.889 125.995 0.0
647 2147 0.0 0.0 247.275 80.344 125.995 0.0
634 2148 0.0 0.0 325.744 78.204 125.995 0.0
635 2148 0.0 0.0 320.882 77.037 125.995 0.0
636 2148 0.0 0.0 311.158 74.703 125.995 0.0
637 2148 0.0 0.0 306.297 73.535 125.995 0.0
638 2149 0.0 0.0 301.435 72.368 125.995 0.0
639 2149 0.0 0.0 296.573 71.201 125.995 0.0
640 2149 0.0 0.0 286.849 68.866 125.995 0.0
641 2149 0.0 0.0 281.987 67.699 125.995 0.0
624 2150 0.0 0.0 385.198 61.009 125.995 0.0
642 2150 0.0 0.0 277.125 66.532 125.995 0.0
643 2150 0.0 0.0 272.264 65.365 125.995 0.0
644 2150 0.0 0.0 262.540 63.030 125.995 0.0
645 2150 0.0 0.0 257.678 61.863 125.995 0.0
625 2151 0.0 0.0 380.260 60.227 125.995 0.0
626 2151 0.0 0.0 375.322 59.445 125.995 0.0
627 2151 0.0 0.0 370.383 58.663 125.995 0.0
628 2151 0.0 0.0 360.506 57.099 125.995 0.0
629 2151 0.0 0.0 355.568 56.316 125.995 0.0
630 2151 0.0 0.0 350.629 55.534 125.995 0.0
646 2151 0.0 0.0 252.816 60.696 125.995 0.0
647 2151 0.0 0.0 247.954 59.529 125.995 0.0
631 2152 0.0 0.0 345.691 54.752 125.995 0.0
632 2152 0.0 0.0 335.814 53.188 125.995 0.0
633 2152 0.0 0.0 330.876 52.406 125.995 0.0
634 2152 0.0 0.0 325.937 51.623 125.995 0.0
635 2152 0.0 0.0 320.999 50.841 125.995 0.0
636 2152 0.0 0.0 311.122 49.277 125.995 0.0
637 2153 0.0 0.0 306.183 48.495 125.995 0.0
638 2153 0.0 0.0 301.245 47.713 125.995 0.0
639 2153 0.0 0.0 296.307 46.930 125.995 0.0
640 2153 0.0 0.0 291.368 46.148 125.995 0.0
641 2153 0.0 0.0 281.491 44.584 125.995 0.0
642 2153 0.0 0.0 276.553 43.802 125.995 0.0
643 2153 0.0 0.0 271.614 43.019 125.995 0.0
644 2154 0.0 0.0 266.676 42.237 125.995 0.0
645 2154 0.0 0.0 256.799 40.673 125.995 0.0
646 2154 0.0 0.0 251.861 39.891 125.995 0.0
647 2154 0.0 0.0 246.922 39.109 125.995 0.0
623 2155 0.0 0.0 393.782 30.991 125.995 0.0
624 2155 0.0 0.0 388.798 30.599 125.995 0.0
625 2156 0.0 0.0 378.829 29.814 125.995 0.0
626 2156 0.0 0.0 373.844 29.422 125.995 0.0
627 2156 0.0 0.0 368.859 29.030 125.995 0.0
628 2156 0.0 0.0 363.875 28.638 125.995 0.0
629 2156 0.0 0.0 353.906 27.853 125.995 0.0
630 2156 0.0 0.0 348.921 27.461 125.995 0.0
631 2156 0.0 0.0 343.936 27.068 125.995 0.0
632 2156 0.0 0.0 338.952 26.676 125.995 0.0
633 2156 0.0 0.0 333.967 26.284 125.995 0.0
634 2156 0.0 0.0 323.998 25.499 125.995 0.0
635 2156 0.0 0.0 319.014 25.107 125.995 0.0
636 2156 0.0 0.0 314.029 24.715 125.995 0.0
637 2157 0.0 0.0 309.044 24.322 125.995 0.0
638 2157 0.0 0.0 299.075 23.538 125.995 0.0
639 2157 0.0 0.0 294.091 23.145 125.995 0.0
640 2157 0.0 0.0 289.106 22.753 125.995 0.0
641 2157 0.0 0.0 284.121 22.361 125.995 0.0
642 2157 0.0 0.0 279.137 21.969 125.995 0.0
643 2157 0.0 0.0 269.168 21.184 125.995 0.0
644 2157 0.0 0.0 264.183 20.792 125.995 0.0
645 2157 0.0 0.0 259.198 20.399 125.995 0.0
646 2157 0.0 0.0 254.214 20.007 125.995 0.0
623 2160 0.0 0.0 395.000 0.000 125.995 0.0
624 2160 0.0 0.0 385.000 0.000 125.995 0.0
625 2160 0.0 0.0 380.000 0.000 125.995 0.0
626 2160 0.0 0.0 375.000 0.000 125.995 0.0
627 2160 0.0 0.0 370.000 0.000 125.995 0.0
628 2160 0.0 0.0 360.000 0.000 125.995 0.0
629 2160 0.0 0.0 355.000 0.000 125.995 0.0
630 2160 0.0 0.0 350.000 0.000 125.995 0.0
631 2160 0.0 0.0 345.000 0.000 125.995 0.0
632 2160 0.0 0.0 340.000 0.000 125.995 0.0
633 2160 0.0 0.0 330.000 0.000 125.995 0.0
634 2160 0.0 0.0 325.000 0.000 125.995 0.0
635 2160 0.0 0.0 320.000 0.000 125.995 0.0
636 2160 0.0 0.0 315.000 0.000 125.995 0.0
637 2160 0.0 0.0 305.000 0.000 125.995 0.0
638 2160 0.0 0.0 300.000 0.000 125.995 0.0
639 2160 0.0 0.0 295.000 0.000 125.995 0.0
640 2160 0.0 0.0 290.000 0.000 125.995 0.0
641 2160 0.0 0.0 285.000 0.000 125.995 0.0
642 2160 0.0 0.0 275.000 0.000 125.995 0.0
643 2160 0.0 0.0 270.000 0.000 125.995 0.0
644 2160 0.0 0.0 265.000 0.000 125.995 0.0
645 2160 0.0 0.0 260.000 0.000 125.995 0.0
646 2160 0.0 0.0 255.000 0.000 125.995 0.0
637 2163 0.0 0.0 309.044 -24.322 125.995 0.0
638 2163 0.0 0.0 299.075 -23.538 125.995 0.0
639 2163 0.0 0.0 294.091 -23.146 125.995 0.0
640 2163 0.0 0.0 289.106 -22.753 125.995 0.0
641 2163 0.0 0.0 284.121 -22.361 125.995 0.0
642 2163 0.0 0.0 279.137 -21.969 125.995 0.0
643 2163 0.0 0.0 269.168 -21.184 125.995 0.0
644 2163 0.0 0.0 264.183 -20.792 125.995 0.0
645 2163 0.0 0.0 259.198 -20.399 125.995 0.0
646 2163 0.0 0.0 254.214 -20.007 125.995 0.0
626 2164 0.0 0.0 373.844 -29.422 125.995 0.0
627 2164 0.0 0.0 368.859 -29.030 125.995 0.0
628 2164 0.0 0.0 363.875 -28.638 125.995 0.0
629 2164 0.0 0.0 353.906 -27.853 125.995 0.0
630 2164 0.0 0.0 348.921 -27.461 125.995 0.0
631 2164 0.0 0.0 343.936 -27.069 125.995 0.0
632 2164 0.0 0.0 338.952 -26.676 125.995 0.0
633 2164 0.0 0.0 333.967 -26.284 125.995 0.0
634 2164 0.0 0.0 323.998 -25.499 125.995 0.0
635 2164 0.0 0.0 319.014 -25.107 125.995 0.0
636 2164 0.0 0.0 314.029 -24.715 125.995 0.0
644 2166 0.0 0.0 266.676 -42.237 125.995 0.0
645 2166 0.0 0.0 261.737 -41.455 125.995 0.0
637 2167 0.0 0.0 306.183 -48.495 125.995 0.0
638 2167 0.0 0.0 301.245 -47.713 125.995 0.0
639 2167 0.0 0.0 296.306 -46.930 125.995 0.0
640 2167 0.0 0.0 291.368 -46.148 125.995 0.0
641 2167 0.0 0.0 281.491 -44.584 125.995 0.0
642 2167 0.0 0.0 276.553 -43.802 125.995 0.0
635 2168 0.0 0.0 320.999 -50.841 125.995 0.0
636 2168 0.0 0.0 311.122 -49.277 125.995 0.0
643 2167 0.0 0.0 271.614 -43.020 125.985 0.0
625 2164 0.0 0.0 378.829 -29.815 125.976 0.0
646 2166 0.0 0.0 251.861 -39.891 125.897 0.0
654 2106 0.0 0.0 203.774 332.530 125.881 0.0
655 2108 0.0 0.0 195.937 319.740 125.881 0.0
656 2109 0.0 0.0 190.712 311.214 125.881 0.0
651 2110 0.0 0.0 223.358 307.426 125.881 0.0
647 2112 0.0 0.0 250.038 292.756 125.881 0.0
653 2113 0.0 0.0 208.664 287.201 125.881 0.0
702 2106 0.0 0.0 -39.109 -246.922 125.772 0.0
657 2042 0.0 0.0 243.002 148.912 125.646 0.0
659 2043 0.0 0.0 230.213 141.075 125.646 0.0
653 2044 0.0 0.0 267.302 136.197 125.646 0.0
653 2048 0.0 0.0 267.925 110.978 125.646 0.0
659 2039 0.0 0.0 230.570 167.519 125.640 0.0
661 2040 0.0 0.0 218.435 158.702 125.640 0.0
659 2047 0.0 0.0 231.662 118.038 125.640 0.0
133 404 0.0 0.0 147.547 -289.577 125.627 0.0
647 2163 0.0 0.0 249.229 -19.615 125.537 0.0
658 2113 0.0 0.0 177.650 289.898 125.531 0.0
649 2115 0.0 0.0 237.049 277.548 125.531 0.0
655 2116 0.0 0.0 196.908 271.021 125.531 0.0
648 2126 0.0 0.0 243.330 207.823 125.531 0.0
649 2127 0.0 0.0 235.726 201.329 125.531 0.0
634 2168 0.0 0.0 325.937 -51.623 125.526 0.0
647 2166 0.0 0.0 246.922 -39.109 125.500 0.0
664 2039 0.0 0.0 197.706 168.856 125.465 0.0
700 2126 0.0 0.0 -29.030 -368.859 125.398 0.0
663 2102 0.0 0.0 147.333 355.694 125.223 0.0
658 2103 0.0 0.0 179.326 351.948 125.122 0.0
654 2105 0.0 0.0 206.387 336.793 125.122 0.0
659 2105 0.0 0.0 172.516 338.582 125.122 0.0
660 2106 0.0 0.0 167.976 329.672 125.122 0.0
660 2107 0.0 0.0 165.707 325.217 125.122 0.0
661 2109 0.0 0.0 158.897 311.852 125.122 0.0
657 2110 0.0 0.0 188.100 306.950 125.122 0.0
652 2111 0.0 0.0 217.481 299.336 125.122 0.0
658 2112 0.0 0.0 180.262 294.161 125.122 0.0
659 2114 0.0 0.0 172.425 281.371 125.122 0.0
655 2115 0.0 0.0 199.847 275.066 125.122 0.0
655 2036 0.0 0.0 254.840 185.152 125.101 0.0
133 322 0.0 0.0 146.946 202.254 124.923 0.0
647 2160 0.0 0.0 250.000 0.000 124.908 0.0
651 2124 0.0 0.0 222.739 222.739 124.899 0.0
652 2125 0.0 0.0 215.668 215.668 124.899 0.0
653 2126 0.0 0.0 208.597 208.596 124.899 0.0
656 2129 0.0 0.0 190.919 190.919 124.899 0.0
652 2130 0.0 0.0 216.716 185.093 124.899 0.0
657 2130 0.0 0.0 183.848 183.848 124.899 0.0
653 2131 0.0 0.0 209.112 178.598 124.899 0.0
653 2135 0.0 0.0 210.344 152.824 124.899 0.0
654 2136 0.0 0.0 202.254 146.946 124.899 0.0
650 2137 0.0 0.0 230.213 141.075 124.899 0.0
633 2168 0.0 0.0 330.876 -52.406 124.831 0.0
657 2111 0.0 0.0 185.487 302.687 124.777 0.0
662 2111 0.0 0.0 154.357 302.942 124.777 0.0
663 2113 0.0 0.0 147.547 289.577 124.777 0.0
654 2114 0.0 0.0 205.725 283.156 124.777 0.0
664 2115 0.0 0.0 140.737 276.212 124.777 0.0
650 2116 0.0 0.0 230.554 269.944 124.777 0.0
651 2117 0.0 0.0 224.060 262.340 124.777 0.0
656 2117 0.0 0.0 191.030 262.931 124.777 0.0
127 299 0.0 0.0 179.326 351.948 124.739 0.0
657 2118 0.0 0.0 188.091 258.885 124.580 0.0
661 2118 0.0 0.0 159.362 260.055 124.580 0.0
657 2119 0.0 0.0 185.152 254.840 124.580 0.0
662 2119 0.0 0.0 154.137 251.529 124.580 0.0
653 2120 0.0 0.0 211.071 247.132 124.580 0.0
658 2120 0.0 0.0 179.275 246.750 124.580 0.0
654 2121 0.0 0.0 204.576 239.528 124.580 0.0
659 2121 0.0 0.0 173.397 238.660 124.580 0.0
655 2122 0.0 0.0 198.082 231.924 124.580 0.0
656 2123 0.0 0.0 194.834 228.122 124.580 0.0
659 2127 0.0 0.0 172.104 201.508 124.580 0.0
135 320 0.0 0.0 135.850 221.686 124.530 0.0
700 2118 0.0 0.0 -25.107 -319.014 124.485 0.0
649 2145 0.0 0.0 235.589 97.584 124.345 0.0
648 2148 0.0 0.0 242.519 78.799 124.345 0.0
648 2151 0.0 0.0 243.092 58.361 124.345 0.0
647 2157 0.0 0.0 249.229 19.615 124.345 0.0
651 2134 0.0 0.0 222.480 161.641 124.341 0.0
656 2134 0.0 0.0 190.101 162.362 124.341 0.0
648 2136 0.0 0.0 243.002 148.912 124.341 0.0
649 2141 0.0 0.0 236.117 120.307 124.341 0.0
651 2142 0.0 0.0 222.752 113.498 124.341 0.0
663 2101 0.0 0.0 149.247 360.313 124.320 0.0
668 2101 0.0 0.0 117.426 361.401 124.320 0.0
118 308 0.0 0.0 250.038 292.756 124.214 0.0
126 311 0.0 0.0 199.847 275.066 124.214 0.0
122 313 0.0 0.0 224.060 262.340 124.214 0.0
660 2123 0.0 0.0 167.519 230.570 124.152 0.0
656 2124 0.0 0.0 191.587 224.320 124.152 0.0
661 2125 0.0 0.0 158.702 218.435 124.152 0.0
655 2128 0.0 0.0 197.990 197.990 124.152 0.0
651 2129 0.0 0.0 224.320 191.587 124.152 0.0
660 2129 0.0 0.0 165.609 193.904 124.152 0.0
658 2131 0.0 0.0 180.312 180.312 124.152 0.0
650 2133 0.0 0.0 230.570 167.519 124.152 0.0
656 2133 0.0 0.0 193.904 165.609 124.152 0.0
652 2134 0.0 0.0 218.435 158.702 124.152 0.0
638 2171 0.0 0.0 301.435 -72.368 124.152 0.0
650 2145 0.0 0.0 230.970 95.671 123.982 0.0
649 2148 0.0 0.0 237.764 77.254 123.982 0.0
652 2139 0.0 0.0 217.423 133.237 123.978 0.0
700 2117 0.0 0.0 -24.715 -314.029 123.970 0.0
664 2123 0.0 0.0 141.075 230.213 123.957 0.0
657 2125 0.0 0.0 185.093 216.716 123.957 0.0
658 2126 0.0 0.0 178.598 209.112 123.957 0.0
662 2126 0.0 0.0 152.824 210.344 123.957 0.0
663 2127 0.0 0.0 146.946 202.254 123.957 0.0
