,t0_x,t0_y,theta_par,theta_perp,v_x,v_y,likelihood,est_flux,field_num,times
5,516.0,745.0,0.0,0.0,-406.579,329.29,6.607,330.766,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
6,389.0,1760.0,0.0,0.0,293.616,508.521,6.603,277.331,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
7,362.0,739.0,0.0,0.0,183.453,564.54,6.586,279.915,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
8,461.0,1979.0,0.0,0.0,112.162,-418.842,6.447,374.829,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
9,1060.0,2043.0,0.0,0.0,-199.846,-448.708,5.271,278.115,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
10,584.0,347.0,0.0,0.0,-34.952,-25.388,5.162,219.245,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
0,1526.0,775.0,0.0,0.0,-10.319,-48.515,5.42,227.254,40.0,[ 0.         0.0674054  0.1533105  0.2221775  0.2691429]
0,696.0,74.0,0.0,0.0,73.804,47.927,16.697,991.474,42.0,[ 0.         0.0674381  0.1533684  0.2222986  0.2691589]
1,768.0,78.0,0.0,0.0,-222.4,0.021,12.08,643.014,42.0,[ 0.         0.0674381  0.1533684  0.2222986  0.2691589]
2,528.0,23.0,0.0,0.0,579.998,-30.503,6.125,256.64,42.0,[ 0.         0.0674381  0.1533684  0.2222986  0.2691589]
3,865.0,51.0,0.0,0.0,-573.641,90.908,6.106,292.504,42.0,[ 0.         0.0674381  0.1533684  0.2222986  0.2691589]
4,1273.0,2568.0,0.0,0.0,68.422,-7.204,5.64,250.936,42.0,[ 0.         0.0674381  0.1533684  0.2222986  0.2691589]
0,715.0,20.0,0.0,0.0,-23.236,221.183,21.823,1055.198,43.0,[ 0.         0.0674464  0.1533798  0.2223178  0.2692303]
1,1179.0,574.0,0.0,0.0,-281.273,162.422,7.299,292.3,43.0,[ 0.         0.0674464  0.1533798  0.2223178  0.2692303]
2,1107.0,290.0,0.0,0.0,492.414,-319.895,6.472,270.113,43.0,[ 0.         0.0674464  0.1533798  0.2223178  0.2692303]
0,757.0,143.0,0.0,0.0,-179.657,-247.214,11.241,576.256,44.0,[ 0.         0.0674556  0.1534384  0.2223245  0.2692793]
1,549.0,117.0,0.0,0.0,494.865,-52.104,9.947,442.698,44.0,[ 0.         0.0674556  0.1534384  0.2223245  0.2692793]
2,805.0,26.0,0.0,0.0,-428.036,278.016,9.637,407.517,44.0,[ 0.         0.0674556  0.1534384  0.2223245  0.2692793]
3,829.0,1749.0,0.0,0.0,8.602,22.406,5.29,224.07,44.0,[ 0.         0.0674556  0.1534384  0.2223245  0.2692793]
0,710.0,74.0,0.0,0.0,-9.76,21.926,27.2,1454.681,46.0,[ 0.         0.0674032  0.0849228  0.1534414  0.2223349  0.2692997]
1,1309.0,274.0,0.0,0.0,-425.418,-245.554,8.126,399.981,46.0,[ 0.         0.0674032  0.0849228  0.1534414  0.2223349  0.2692997]
2,1191.0,229.0,0.0,0.0,109.617,-48.827,6.524,259.591,46.0,[ 0.         0.0674032  0.0849228  0.1534414  0.2223349  0.2692997]
0,698.0,177.0,0.0,0.0,46.598,-443.961,13.268,589.907,47.0,[ 0.         0.067409   0.0849144  0.1534433  0.2223938  0.2692957]
1,1014.0,1072.0,0.0,0.0,312.0,0.0,10.203,558.074,47.0,[ 0.         0.067409   0.0849144  0.1534433  0.2223938  0.2692957]
2,1140.0,633.0,0.0,0.0,-36.825,-232.299,7.575,306.206,47.0,[ 0.         0.067409   0.0849144  0.1534433  0.2223938  0.2692957]
0,625.0,80.0,0.0,0.0,18.395,-31.873,15.685,724.613,48.0,[ 0.         0.084914   0.1534641  0.2224485  0.2693205]
1,1018.0,1071.0,0.0,0.0,272.101,28.598,9.023,418.8,48.0,[ 0.         0.084914   0.1534641  0.2224485  0.2693205]
2,633.0,233.0,0.0,0.0,223.141,-501.387,6.711,319.366,48.0,[ 0.         0.084914   0.1534641  0.2224485  0.2693205]
3,1186.0,220.0,0.0,0.0,132.8,0.0,6.543,260.701,48.0,[ 0.         0.084914   0.1534641  0.2224485  0.2693205]
4,1448.0,201.0,0.0,0.0,83.773,-529.413,5.877,251.447,48.0,[ 0.         0.084914   0.1534641  0.2224485  0.2693205]
5,545.0,17.0,0.0,0.0,356.39,356.374,5.75,237.376,48.0,[ 0.         0.084914   0.1534641  0.2224485  0.2693205]
0,996.0,1076.0,0.0,0.0,590.337,-62.156,8.916,419.433,49.0,[ 0.         0.0849055  0.1535226  0.2225165  0.2693767]
1,1166.0,305.0,0.0,0.0,223.14,-386.628,6.908,277.954,49.0,[ 0.         0.0849055  0.1535226  0.2225165  0.2693767]
2,1273.0,3127.0,0.0,0.0,15.101,-18.654,5.433,227.84,49.0,[ 0.         0.0849055  0.1535226  0.2225165  0.2693767]
0,710.0,62.0,0.0,0.0,-12.761,80.596,26.573,1484.068,50.0,[ 0.         0.0849007  0.153572   0.2225515  0.2694271]
1,717.0,13.0,0.0,0.0,-48.792,308.161,17.824,1002.097,50.0,[ 0.         0.0849007  0.153572   0.2225515  0.2694271]
2,577.0,59.0,0.0,0.0,586.292,92.857,9.359,481.969,50.0,[ 0.         0.0849007  0.153572   0.2225515  0.2694271]
3,1315.0,264.0,0.0,0.0,-448.755,-199.742,7.851,389.447,50.0,[ 0.         0.0849007  0.153572   0.2225515  0.2694271]
4,1296.0,147.0,0.0,0.0,-365.009,328.703,6.689,266.9,50.0,[ 0.         0.0849007  0.153572   0.2225515  0.2694271]
5,1413.0,102.0,0.0,0.0,309.203,118.688,6.32,270.46,50.0,[ 0.         0.0849007  0.153572   0.2225515  0.2694271]
