,t0_x,t0_y,theta_par,theta_perp,v_x,v_y,likelihood,est_flux,field_num,times
21,1904.0,658.0,0.0,0.0,-573.641,90.908,6.426,1467.768,1.0,[ 0.         0.2217066]
22,1686.0,2629.0,0.0,0.0,449.166,95.47,6.425,1182.074,1.0,[ 0.         0.2217066]
23,1012.0,2152.0,0.0,0.0,152.462,-234.852,5.883,1529.185,1.0,[ 0.         0.2217066]
24,452.0,3775.0,0.0,0.0,178.903,-401.987,5.867,453.535,1.0,[ 0.         0.2217066]
25,1737.0,2759.0,0.0,0.0,220.539,-495.54,5.867,716.612,1.0,[ 0.         0.2217066]
26,1218.0,3509.0,0.0,0.0,-230.164,255.657,5.867,462.76,1.0,[ 0.         0.2217066]
27,734.0,1865.0,0.0,0.0,-454.564,202.429,5.865,1338.108,1.0,[ 0.         0.2217066]
28,656.0,1923.0,0.0,0.0,-100.648,-65.346,5.862,1336.996,1.0,[ 0.         0.2217066]
29,1784.0,547.0,0.0,0.0,-210.402,548.21,5.861,1472.819,1.0,[ 0.         0.2217066]
30,1273.0,38.0,0.0,0.0,-85.574,117.798,5.86,1462.409,1.0,[ 0.         0.2217066]
31,1589.0,1099.0,0.0,0.0,-225.881,250.901,5.859,1695.572,1.0,[ 0.         0.2217066]
32,1468.0,1585.0,0.0,0.0,108.851,-406.478,5.857,1712.844,1.0,[ 0.         0.2217066]
33,1513.0,121.0,0.0,0.0,454.35,330.092,5.856,1123.84,1.0,[ 0.         0.2217066]
34,1475.0,1384.0,0.0,0.0,79.865,504.113,5.85,1712.349,1.0,[ 0.         0.2217066]
35,1583.0,1471.0,0.0,0.0,-412.634,110.603,5.839,1703.06,1.0,[ 0.         0.2217066]
36,1662.0,672.0,0.0,0.0,343.525,-18.067,5.832,1480.702,1.0,[ 0.         0.2217066]
37,1664.0,294.0,0.0,0.0,-231.774,-454.741,5.816,1112.276,1.0,[ 0.         0.2217066]
38,1376.0,96.0,0.0,0.0,-548.661,-146.954,5.792,1427.72,1.0,[ 0.         0.2217066]
39,1757.0,714.0,0.0,0.0,98.374,-170.449,5.789,1762.391,1.0,[ 0.         0.2217066]
40,506.0,1913.0,0.0,0.0,568.0,0.0,5.785,1205.242,1.0,[ 0.         0.2217066]
41,1013.0,2155.0,0.0,0.0,146.361,-253.595,5.782,1343.627,1.0,[ 0.         0.2217066]
42,1711.0,541.0,0.0,0.0,122.109,574.363,5.769,1432.552,1.0,[ 0.         0.2217066]
43,1904.0,664.0,0.0,0.0,-571.248,60.092,5.74,1732.449,1.0,[ 0.         0.2217066]
44,920.0,2609.0,0.0,0.0,380.289,-80.904,5.715,562.197,1.0,[ 0.         0.2217066]
45,310.0,2903.0,0.0,0.0,471.003,305.861,5.307,657.041,1.0,[ 0.         0.2217066]
46,533.0,490.0,0.0,0.0,-103.431,486.732,5.273,2139.89,1.0,[ 0.         0.2217066]
47,1157.0,2050.0,0.0,0.0,-507.182,225.861,5.255,1651.67,1.0,[ 0.         0.2217066]
48,529.0,2970.0,0.0,0.0,-523.2,0.048,5.224,607.586,1.0,[ 0.         0.2217066]
49,471.0,2924.0,0.0,0.0,-257.376,208.45,5.122,1548.885,1.0,[ 0.         0.2217066]
50,719.0,1348.0,0.0,0.0,548.8,0.0,5.12,512.237,1.0,[ 0.         0.2217066]
51,83.0,2763.0,0.0,0.0,473.219,-153.85,5.106,559.344,1.0,[ 0.         0.2217066]
52,1025.0,1971.0,0.0,0.0,92.884,586.288,5.031,1513.606,1.0,[ 0.         0.2217066]
53,450.0,2768.0,0.0,0.0,257.883,506.083,5.016,555.58,1.0,[ 0.         0.2217066]
0,1642.0,2846.0,0.0,0.0,-13.074,-20.126,9.939,482.025,2.0,[ 0.         0.0680697  0.153044   0.2217088]
1,1673.0,2875.0,0.0,0.0,-152.753,-152.717,5.609,256.345,2.0,[ 0.         0.0680697  0.153044   0.2217088]
0,1043.0,2438.0,0.0,0.0,120.0,0.0,53.662,6445.246,3.0,[ 0.         0.0680669]
1,907.0,30.0,0.0,0.0,15.196,-26.33,45.376,5724.476,3.0,[ 0.         0.0680669]
2,1603.0,1813.0,0.0,0.0,-472.517,-74.792,16.696,7702.0,3.0,[ 0.         0.0680669]
3,1737.0,2671.0,0.0,0.0,-548.181,210.478,14.48,11902.481,3.0,[ 0.         0.0680669]
4,836.0,2007.0,0.0,0.0,401.176,-260.623,9.762,2545.482,3.0,[ 0.         0.0680669]
5,46.0,3569.0,0.0,0.0,86.875,548.361,8.866,3640.165,3.0,[ 0.         0.0680669]
6,176.0,2945.0,0.0,0.0,-441.176,-397.146,8.753,2315.652,3.0,[ 0.         0.0680669]
7,1464.0,2028.0,0.0,0.0,-386.618,-223.158,8.475,3623.027,3.0,[ 0.         0.0680669]
8,456.0,423.0,0.0,0.0,-19.415,14.108,7.659,622.718,3.0,[ 0.         0.0680669]
9,873.0,1076.0,0.0,0.0,-76.816,485.156,7.605,678.73,3.0,[ 0.         0.0680669]
10,1502.0,3015.0,0.0,0.0,-297.015,366.833,7.062,1087.902,3.0,[ 0.         0.0680669]
11,1349.0,1120.0,0.0,0.0,-486.84,-130.396,6.377,1593.592,3.0,[ 0.         0.0680669]
12,1341.0,2718.0,0.0,0.0,72.855,459.865,6.222,4165.087,3.0,[ 0.         0.0680669]
13,996.0,1278.0,0.0,0.0,91.419,-430.398,5.919,780.394,3.0,[ 0.         0.0680669]
14,1372.0,3355.0,0.0,0.0,-560.997,150.37,5.24,932.009,3.0,[ 0.         0.0680669]
0,1131.0,558.0,0.0,0.0,-36.684,-50.478,5.556,2368.409,4.0,[ 0.         0.0680468  0.1531603  0.2217955]
1,196.0,3954.0,0.0,0.0,-567.219,29.779,5.119,456.194,4.0,[ 0.         0.0680468  0.1531603  0.2217955]
0,415.0,2536.0,0.0,0.0,-380.116,-422.062,6.204,346.191,5.0,[ 0.         0.0680476  0.1532052  0.2218423]
1,291.0,2429.0,0.0,0.0,433.43,281.462,5.932,326.396,5.0,[ 0.         0.0680476  0.1532052  0.2218423]
2,589.0,1633.0,0.0,0.0,433.43,281.462,5.646,324.454,5.0,[ 0.         0.0680476  0.1532052  0.2218423]
3,409.0,2341.0,0.0,0.0,-489.011,-249.098,5.47,248.582,5.0,[ 0.         0.0680476  0.1532052  0.2218423]
4,725.0,1566.0,0.0,0.0,0.011,228.8,5.468,345.678,5.0,[ 0.         0.0680476  0.1532052  0.2218423]
5,663.0,1728.0,0.0,0.0,100.19,-154.331,5.402,261.595,5.0,[ 0.         0.0680476  0.1532052  0.2218423]
0,1552.0,866.0,0.0,0.0,-22.407,-8.599,12.345,632.373,6.0,[ 0.         0.0680424  0.153202   0.2218343]
1,197.0,3577.0,0.0,0.0,-20.13,-13.069,7.767,371.712,6.0,[ 0.         0.0680424  0.153202   0.2218343]
2,1544.0,3492.0,0.0,0.0,-443.965,322.609,5.88,322.223,6.0,[ 0.         0.0680424  0.153202   0.2218343]
3,1009.0,2152.0,0.0,0.0,263.599,-517.537,5.764,277.108,6.0,[ 0.         0.0680424  0.153202   0.2218343]
4,87.0,3709.0,0.0,0.0,52.158,-135.937,5.734,295.199,6.0,[ 0.         0.0680424  0.153202   0.2218343]
5,1211.0,1789.0,0.0,0.0,-228.51,314.561,5.318,298.708,6.0,[ 0.         0.0680424  0.153202   0.2218343]
0,310.0,2989.0,0.0,0.0,-333.115,-127.831,5.816,372.041,7.0,[ 0.         0.0680436  0.1531981  0.2218373]
0,1104.0,726.0,0.0,0.0,31.152,95.865,9.179,494.305,8.0,[ 0.         0.0680617  0.153209   0.221854 ]
1,1331.0,634.0,0.0,0.0,480.467,102.123,7.812,449.275,8.0,[ 0.         0.0680617  0.153209   0.221854 ]
2,613.0,2286.0,0.0,0.0,-40.994,92.088,6.753,1089.478,8.0,[ 0.         0.0680617  0.153209   0.221854 ]
3,918.0,982.0,0.0,0.0,-21.926,-9.759,6.583,307.13,8.0,[ 0.         0.0680617  0.153209   0.221854 ]
4,432.0,1736.0,0.0,0.0,424.527,-138.02,5.631,318.198,8.0,[ 0.         0.0680617  0.153209   0.221854 ]
0,1197.0,3089.0,0.0,0.0,-156.033,-270.181,5.574,305.284,9.0,[ 0.         0.068005   0.1531519  0.2217924]
1,1274.0,3019.0,0.0,0.0,-501.234,52.727,5.077,238.424,9.0,[ 0.         0.068005   0.1531519  0.2217924]
0,17.0,1913.0,0.0,0.0,-8.604,-22.405,8.15,384.301,10.0,[ 0.         0.067934   0.1530866  0.2217269]
1,457.0,681.0,0.0,0.0,-288.523,-187.324,6.54,390.396,10.0,[ 0.         0.067934   0.1530866  0.2217269]
2,287.0,573.0,0.0,0.0,291.278,111.808,6.369,499.357,10.0,[ 0.         0.067934   0.1530866  0.2217269]
3,340.0,603.0,0.0,0.0,72.7,-37.058,6.287,388.012,10.0,[ 0.         0.067934   0.1530866  0.2217269]
0,293.0,1619.0,0.0,0.0,17.836,16.059,12.165,577.037,11.0,[ 0.         0.0679206  0.1531383  0.2217876]
1,1630.0,1457.0,0.0,0.0,-98.196,-461.673,8.581,457.438,11.0,[ 0.         0.0679206  0.1531383  0.2217876]
2,947.0,3699.0,0.0,0.0,-29.159,-40.124,8.358,384.317,11.0,[ 0.         0.0679206  0.1531383  0.2217876]
3,415.0,1627.0,0.0,0.0,-541.659,-28.336,5.954,320.214,11.0,[ 0.         0.0679206  0.1531383  0.2217876]
4,965.0,3650.0,0.0,0.0,-111.188,192.611,5.942,289.244,11.0,[ 0.         0.0679206  0.1531383  0.2217876]
5,419.0,1621.0,0.0,0.0,-561.6,0.052,5.446,290.677,11.0,[ 0.         0.0679206  0.1531383  0.2217876]
6,292.0,1547.0,0.0,0.0,25.394,484.134,5.411,237.518,11.0,[ 0.         0.0679206  0.1531383  0.2217876]
0,1404.0,2087.0,0.0,0.0,-48.655,-48.643,22.575,2325.186,12.0,[ 0.         0.0678454  0.1531236  0.2217624]
1,1161.0,234.0,0.0,0.0,-17.837,-16.057,11.221,535.171,12.0,[ 0.         0.0678454  0.1531236  0.2217624]
2,1033.0,934.0,0.0,0.0,15.104,18.651,10.488,603.023,12.0,[ 0.         0.0678454  0.1531236  0.2217624]
3,427.0,3154.0,0.0,0.0,52.281,20.068,8.572,572.08,12.0,[ 0.         0.0678454  0.1531236  0.2217624]
4,415.0,3026.0,0.0,0.0,119.447,561.843,6.201,304.211,12.0,[ 0.         0.0678454  0.1531236  0.2217624]
5,382.0,249.0,0.0,0.0,-48.646,463.052,5.652,296.024,12.0,[ 0.         0.0678454  0.1531236  0.2217624]
6,1432.0,269.0,0.0,0.0,8.602,22.406,5.144,223.315,12.0,[ 0.         0.0678454  0.1531236  0.2217624]
7,1325.0,2295.0,0.0,0.0,-217.281,-298.987,5.12,290.273,12.0,[ 0.         0.0678454  0.1531236  0.2217624]
0,358.0,1509.0,0.0,0.0,142.997,115.792,8.087,803.793,13.0,[ 0.         0.0678021  0.1531256  0.2217598]
1,377.0,1521.0,0.0,0.0,54.603,60.639,7.396,665.7,13.0,[ 0.         0.0678021  0.1531256  0.2217598]
0,1888.0,3105.0,0.0,0.0,21.918,208.451,22.798,1486.304,14.0,[ 0.         0.0677392  0.1531196  0.2217642]
1,1713.0,3659.0,0.0,0.0,233.912,24.584,5.193,837.765,14.0,[ 0.         0.0677392  0.1531196  0.2217642]
0,1659.0,2890.0,0.0,0.0,-85.763,-319.903,5.175,238.804,15.0,[ 0.         0.0677162  0.1531573  0.2217928]
1,1725.0,3094.0,0.0,0.0,423.226,-307.6,5.14,279.502,15.0,[ 0.         0.0677162  0.1531573  0.2217928]
0,555.0,1736.0,0.0,0.0,65.433,21.26,24.776,2137.487,16.0,[ 0.         0.0676443  0.1530828  0.2217263]
1,534.0,1607.0,0.0,0.0,-115.404,543.074,15.027,1844.906,16.0,[ 0.         0.0676443  0.1530828  0.2217263]
2,384.0,1805.0,0.0,0.0,492.414,-319.895,8.422,437.504,16.0,[ 0.         0.0676443  0.1530828  0.2217263]
3,1870.0,2604.0,0.0,0.0,-28.326,55.601,5.962,519.663,16.0,[ 0.         0.0676443  0.1530828  0.2217263]
4,803.0,2893.0,0.0,0.0,-26.329,-15.197,5.925,375.549,16.0,[ 0.         0.0676443  0.1530828  0.2217263]
0,1695.0,602.0,0.0,0.0,105.613,394.094,7.142,303.116,17.0,[ 0.         0.0675987  0.15304    0.2216708  0.2686482]
1,13.0,3840.0,0.0,0.0,7.6,-145.402,6.149,257.686,17.0,[ 0.         0.0675987  0.15304    0.2216708  0.2686482]
0,956.0,940.0,0.0,0.0,-147.081,-548.627,5.243,354.136,18.0,[ 0.         0.067595   0.1530297  0.2216697  0.2686827]
1,1030.0,1409.0,0.0,0.0,-271.171,469.749,5.008,213.943,18.0,[ 0.         0.067595   0.1530297  0.2216697  0.2686827]
2,765.0,757.0,0.0,0.0,-155.718,479.341,5.005,243.311,18.0,[ 0.         0.067595   0.1530297  0.2216697  0.2686827]
0,114.0,1410.0,0.0,0.0,-212.798,-554.146,23.645,1514.075,19.0,[ 0.         0.0675857  0.1530145  0.2217388  0.2687512]
1,193.0,1318.0,0.0,0.0,-528.93,-269.432,18.879,1036.823,19.0,[ 0.         0.0675857  0.1530145  0.2217388  0.2687512]
2,538.0,3305.0,0.0,0.0,-51.594,-242.574,5.508,238.207,19.0,[ 0.         0.0675857  0.1530145  0.2217388  0.2687512]
3,568.0,2987.0,0.0,0.0,-461.287,373.598,5.111,228.04,19.0,[ 0.         0.0675857  0.1530145  0.2217388  0.2687512]
0,106.0,3123.0,0.0,0.0,19.285,59.345,11.754,607.587,21.0,[ 0.         0.0676004  0.1530585  0.2218154  0.2688055]
1,236.0,2613.0,0.0,0.0,-52.925,-162.814,7.375,400.868,21.0,[ 0.         0.0676004  0.1530585  0.2218154  0.2688055]
2,87.0,3268.0,0.0,0.0,30.649,-586.4,5.519,251.337,21.0,[ 0.         0.0676004  0.1530585  0.2218154  0.2688055]
3,193.0,2514.0,0.0,0.0,160.755,361.028,5.103,231.811,21.0,[ 0.         0.0676004  0.1530585  0.2218154  0.2688055]
4,1164.0,2648.0,0.0,0.0,-170.742,-334.997,5.051,205.88,21.0,[ 0.         0.0676004  0.1530585  0.2218154  0.2688055]
0,1662.0,2716.0,0.0,0.0,22.406,8.601,7.682,306.996,22.0,[ 0.         0.067602   0.1530521  0.2218203  0.2688128]
1,512.0,56.0,0.0,0.0,-16.058,17.837,6.581,258.391,22.0,[ 0.         0.067602   0.1530521  0.2218203  0.2688128]
0,1975.0,1173.0,0.0,0.0,-113.871,255.799,8.607,452.239,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
1,907.0,2598.0,0.0,0.0,-10.898,-21.383,8.576,381.243,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
2,1862.0,1198.0,0.0,0.0,376.767,305.087,6.158,263.719,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
3,1922.0,1388.0,0.0,0.0,89.775,-567.341,6.144,281.427,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
4,1917.0,1388.0,0.0,0.0,114.024,-536.824,5.817,271.365,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
5,893.0,2581.0,0.0,0.0,80.298,89.175,5.793,296.329,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
6,1893.0,1107.0,0.0,0.0,207.614,466.267,5.552,243.091,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
7,928.0,2617.0,0.0,0.0,-107.493,-107.468,5.533,259.807,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
8,1238.0,390.0,0.0,0.0,-224.082,145.544,5.532,306.348,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
9,1921.0,1392.0,0.0,0.0,92.775,-586.305,5.531,240.881,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
10,1828.0,1187.0,0.0,0.0,448.9,145.852,5.528,253.75,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
11,1892.0,1107.0,0.0,0.0,207.614,466.267,5.524,235.663,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
12,1831.0,1190.0,0.0,0.0,443.554,118.846,5.287,244.725,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
13,1937.0,1403.0,0.0,0.0,30.649,-586.4,5.276,239.292,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
14,892.0,2576.0,0.0,0.0,91.632,113.15,5.239,265.6,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
15,1911.0,1393.0,0.0,0.0,120.673,-568.126,5.059,229.247,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
16,892.0,2575.0,0.0,0.0,91.632,113.15,5.048,262.982,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
17,1832.0,1185.0,0.0,0.0,434.677,166.851,5.043,232.042,23.0,[ 0.         0.0675994  0.1531014  0.2218213  0.2688278]
0,998.0,1348.0,0.0,0.0,-80.735,301.373,6.573,969.55,24.0,[ 0.         0.0675997  0.1531627  0.2218362  0.2688268]
1,998.0,1350.0,0.0,0.0,-10.898,-21.383,6.176,248.117,24.0,[ 0.         0.0675997  0.1531627  0.2218362  0.2688268]
2,830.0,1631.0,0.0,0.0,-336.732,-194.364,6.072,278.874,24.0,[ 0.         0.0675997  0.1531627  0.2218362  0.2688268]
3,996.0,1351.0,0.0,0.0,-2.512,-23.868,5.801,232.086,24.0,[ 0.         0.0675997  0.1531627  0.2218362  0.2688268]
4,828.0,1633.0,0.0,0.0,-320.73,-208.235,5.764,272.528,24.0,[ 0.         0.0675997  0.1531627  0.2218362  0.2688268]
5,748.0,1615.0,0.0,0.0,273.225,14.319,5.517,244.039,24.0,[ 0.         0.0675997  0.1531627  0.2218362  0.2688268]
6,1000.0,1349.0,0.0,0.0,-21.926,-9.759,5.423,217.184,24.0,[ 0.         0.0675997  0.1531627  0.2218362  0.2688268]
7,830.0,1634.0,0.0,0.0,-331.466,-215.205,5.411,254.524,24.0,[ 0.         0.0675997  0.1531627  0.2218362  0.2688268]
0,1488.0,3962.0,0.0,0.0,-14.109,-19.415,7.286,302.949,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
1,1489.0,3964.0,0.0,0.0,-18.404,-31.867,6.983,296.046,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
2,1485.0,3958.0,0.0,0.0,19.417,14.106,6.787,275.966,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
3,1489.0,3959.0,0.0,0.0,-21.926,-9.759,6.745,286.72,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
4,1492.0,3965.0,0.0,0.0,-33.193,-36.856,6.596,285.215,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
5,1483.0,3956.0,0.0,0.0,17.836,16.059,6.485,281.63,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
6,1488.0,3958.0,0.0,0.0,-22.407,-8.599,6.427,303.778,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
7,1491.0,3960.0,0.0,0.0,-27.773,-12.362,6.385,267.772,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
8,1495.0,3968.0,0.0,0.0,-53.181,-53.168,5.845,278.855,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
9,1503.0,3975.0,0.0,0.0,-84.863,-84.843,5.02,233.4,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
10,1504.0,3976.0,0.0,0.0,-89.389,-89.368,5.005,232.795,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
11,1505.0,3979.0,0.0,0.0,-93.155,-103.435,5.001,232.33,27.0,[ 0.         0.0675336  0.1531394  0.2217816  0.2688571]
0,338.0,2036.0,0.0,0.0,-13.07,20.129,5.939,248.143,28.0,[ 0.         0.0675233  0.1531357  0.2217771  0.2689197]
1,1485.0,2699.0,0.0,0.0,349.916,-18.403,5.077,228.216,28.0,[ 0.         0.0675233  0.1531357  0.2217771  0.2689197]
0,1293.0,3925.0,0.0,0.0,-17.837,-16.057,22.2,1093.619,29.0,[ 0.         0.0675193  0.1531131  0.2217604  0.2689549]
1,1393.0,3916.0,0.0,0.0,-464.96,24.41,8.441,371.563,29.0,[ 0.         0.0675193  0.1531131  0.2217604  0.2689549]
0,40.0,150.0,0.0,0.0,225.92,443.358,5.002,193.381,31.0,[ 0.         0.0674989  0.153165   0.2217948  0.2690098]
0,980.0,3038.0,0.0,0.0,-229.227,-352.885,5.273,212.688,32.0,[ 0.         0.0675119  0.1532278  0.2218659  0.26901  ]
1,938.0,878.0,0.0,0.0,-120.725,568.114,5.176,247.917,32.0,[ 0.         0.0675119  0.1532278  0.2218659  0.26901  ]
2,919.0,990.0,0.0,0.0,-0.022,-158.4,5.164,238.073,32.0,[ 0.         0.0675119  0.1532278  0.2218659  0.26901  ]
0,1157.0,428.0,0.0,0.0,-540.185,175.567,7.44,486.559,33.0,[ 0.         0.0675119  0.1532848  0.2219305  0.2690119]
1,150.0,3487.0,0.0,0.0,111.365,-524.303,5.556,276.682,33.0,[ 0.         0.0675119  0.1532848  0.2219305  0.2690119]
0,854.0,126.0,0.0,0.0,192.327,237.491,6.457,346.885,34.0,[ 0.         0.0675127  0.1533404  0.2219752  0.2690133]
1,749.0,1555.0,0.0,0.0,592.781,-31.175,5.706,262.529,34.0,[ 0.         0.0675127  0.1533404  0.2219752  0.2690133]
2,965.0,222.0,0.0,0.0,-309.995,-201.265,5.422,262.543,34.0,[ 0.         0.0675127  0.1533404  0.2219752  0.2690133]
3,439.0,544.0,0.0,0.0,66.74,-66.762,5.368,307.998,34.0,[ 0.         0.0675127  0.1533404  0.2219752  0.2690133]
4,1764.0,1470.0,0.0,0.0,437.581,-46.072,5.116,240.103,34.0,[ 0.         0.0675127  0.1533404  0.2219752  0.2690133]
5,1765.0,1466.0,0.0,0.0,433.002,-22.772,5.067,237.713,34.0,[ 0.         0.0675127  0.1533404  0.2219752  0.2690133]
6,438.0,543.0,0.0,0.0,73.353,-59.42,5.055,289.298,34.0,[ 0.         0.0675127  0.1533404  0.2219752  0.2690133]
0,682.0,3004.0,0.0,0.0,579.971,91.856,5.193,221.238,35.0,[ 0.         0.0675128  0.153394   0.2220305  0.2690127]
0,802.0,1147.0,0.0,0.0,21.925,9.761,8.885,370.379,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
1,602.0,807.0,0.0,0.0,-103.719,-159.67,8.514,500.162,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
2,305.0,487.0,0.0,0.0,491.854,-284.084,5.745,270.705,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
3,810.0,1151.0,0.0,0.0,-26.329,-15.197,5.68,231.701,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
4,786.0,1280.0,0.0,0.0,-60.119,-571.245,5.572,254.931,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
5,1810.0,1426.0,0.0,0.0,0.021,459.2,5.447,229.405,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
6,979.0,1402.0,0.0,0.0,-83.555,-163.935,5.281,244.353,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
7,826.0,1133.0,0.0,0.0,-201.647,77.424,5.17,229.423,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
8,785.0,1280.0,0.0,0.0,-30.476,-580.0,5.163,236.155,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
9,1810.0,1427.0,0.0,0.0,0.021,459.2,5.147,211.828,36.0,[ 0.         0.0674253  0.1533095  0.2219775  0.2689763]
0,1850.0,3696.0,0.0,0.0,212.417,-262.398,7.186,334.703,37.0,[ 0.         0.0674173  0.1533126  0.222032   0.269017 ]
1,433.0,1127.0,0.0,0.0,-466.156,237.565,5.308,227.534,37.0,[ 0.         0.0674173  0.1533126  0.222032   0.269017 ]
2,1298.0,3519.0,0.0,0.0,-449.157,95.512,5.306,212.11,37.0,[ 0.         0.0674173  0.1533126  0.222032   0.269017 ]
3,856.0,724.0,0.0,0.0,-162.816,52.917,5.088,210.195,37.0,[ 0.         0.0674173  0.1533126  0.222032   0.269017 ]
0,805.0,2502.0,0.0,0.0,-59.586,-34.394,6.529,479.859,38.0,[ 0.         0.0674105  0.1533169  0.2220885  0.2690781]
1,1240.0,634.0,0.0,0.0,167.459,35.593,5.606,270.295,38.0,[ 0.         0.0674105  0.1533169  0.2220885  0.2690781]
0,425.0,862.0,0.0,0.0,-98.422,98.436,10.542,563.344,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
1,384.0,747.0,0.0,0.0,116.785,549.323,9.316,391.97,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
2,389.0,1777.0,0.0,0.0,293.697,264.434,7.695,330.087,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
3,499.0,1821.0,0.0,0.0,-92.789,436.65,7.136,362.495,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
4,462.0,1978.0,0.0,0.0,108.851,-406.478,6.709,381.073,39.0,[ 0.         0.0674098  0.1533222  0.2221441  0.2691402]
