1.455143066406250000e+03 4.069289550781250000e+02 4.155216674804687500e+02 2.298402709960937500e+02 2.057680511474609375e+02
3.951683807373046875e+01 1.064827423095703125e+02 3.136928405761718750e+02 2.473694091796875000e+03 2.576313171386718750e+02
1.948637390136718750e+02 2.526894378662109375e+01 4.584574127197265625e+01 1.697168273925781250e+02 2.678163146972656250e+02
3.042929992675781250e+02 3.496268844604492188e+01 3.664151382446289062e+01 9.046385192871093750e+01 2.226645050048828125e+02
1.380945434570312500e+02 1.500170326232910156e+01 3.047960662841796875e+01 8.560452270507812500e+01 2.737090148925781250e+02
4.389951705932617188e+00 1.430424499511718750e+01 8.294463157653808594e-01 5.628038406372070312e+00 -8.090248107910156250e+00
2.192824554443359375e+01 2.461474914550781250e+02 2.890120887756347656e+01 6.241605758666992188e+01 1.081452255249023438e+02
2.123368263244628906e+01 7.749663352966308594e+00 2.809462356567382812e+01 4.816165161132812500e+01 9.814273071289062500e+01
1.164940071105957031e+01 1.920466423034667969e+01 3.511204147338867188e+01 4.723505401611328125e+01 7.693261718750000000e+01
-7.023702621459960938e+00 1.741691231727600098e+00 -4.314056873321533203e+00 6.606856822967529297e+00 4.317318439483642578e+00
2.461732864379882812e+00 2.608448743820190430e+00 1.788017730712890625e+02 3.380938720703125000e+01 3.628982162475585938e+01
3.822292566299438477e+00 -7.634213447570800781e+00 -1.361457920074462891e+01 6.606856822967529297e+00 5.106677532196044922e+00
1.991829681396484375e+01 2.134096527099609375e+01 2.485290718078613281e+01 3.500153732299804688e+01 5.760171127319335938e+01
9.085883331298828125e+01 2.543518257141113281e+01 2.391394615173339844e+01 4.163823699951171875e+01 5.905766296386718750e+01
-1.087177944183349609e+01 5.862219619750976562e+01 2.610722732543945312e+01 3.611165237426757812e+01 6.981388092041015625e+01
-7.425233721733093262e-02 8.037384986877441406e+00 8.361985778808593750e+01 1.538691806793212891e+01 1.730713462829589844e+01
7.662614345550537109e+00 6.866407775878906250e+01 1.813399887084960938e+01 2.830901336669921875e+01 5.318701553344726562e+01
-1.323017883300781250e+01 1.399149775505065918e+00 1.735473990440368652e+00 -3.395964801311492920e-01 2.112479448318481445e+00
1.530325531959533691e+00 4.133338165283203125e+01 1.258803844451904297e+01 2.778611946105957031e+01 4.293075942993164062e+01
