1.559026813507080078e+01 3.593535900115966797e+00
9.396966552734375000e+02 -4.380330562591552734e+00
3.101469755172729492e+00 6.218152523040771484e+00
9.726929473876953125e+01 6.878207921981811523e-01
2.413297882080078125e+02 -2.756915986537933350e-01
9.332341003417968750e+01 8.471784591674804688e+00
1.531640052795410156e+01 1.115621795654296875e+02
2.407339859008789062e+01 1.195614218711853027e+00
6.235433578491210938e+00 7.962838745117187500e+01
1.764996032714843750e+02 9.820224761962890625e+00
3.673522949218750000e+01 4.474308967590332031e+00
