t0_x,t0_y,theta_par,theta_perp,v_x,v_y,likelihood,est_flux,field_num,times
1888.0,3105.0,0.0,0.0,21.918,208.451,22.798,1486.304,14.0,[ 0.         0.0677392  0.1531196  0.2217642]
1713.0,3659.0,0.0,0.0,233.912,24.584,5.193,837.765,14.0,[ 0.         0.0677392  0.1531196  0.2217642]
