t0_x,t0_y,theta_par,theta_perp,v_x,v_y,likelihood,est_flux,field_num,times
1642.0,2846.0,0.0,0.0,-13.074,-20.126,9.939,482.025,2.0,[ 0.         0.0680697  0.153044   0.2217088]
1673.0,2875.0,0.0,0.0,-152.753,-152.717,5.609,256.345,2.0,[ 0.         0.0680697  0.153044   0.2217088]
