t0_x,t0_y,theta_par,theta_perp,v_x,v_y,likelihood,est_flux,field_num,times
1293.0,3925.0,0.0,0.0,-17.837,-16.057,22.2,1093.619,29.0,[ 0.         0.0675193  0.1531131  0.2217604  0.2689549]
1393.0,3916.0,0.0,0.0,-464.96,24.41,8.441,371.563,29.0,[ 0.         0.0675193  0.1531131  0.2217604  0.2689549]
