# x y xv yv likelihood flux
28 3 14.297 18.0165 31.231 22.0836
39 29 19.8915 25.0665 31.2304 28.5093
42 34 19.8915 25.0665 31.2295 34.9156
24 44 31.3628 21.4564 31.2246 40.3108
24 44 28.8867 19.7625 31.2246 40.3108
45 37 16.1619 20.3665 31.2222 40.3077
40 29 21.1844 8.95662 31.22 31.22
40 29 20.1844 11.0268 31.22 31.22
47 20 20 0 31.2108 49.3487
47 20 22.5415 4.56939 31.2108 49.3487
47 20 19.6013 3.97339 31.2108 49.3487
47 20 22.8851 2.29617 31.2108 49.3487
47 20 19.9001 1.99667 31.2108 49.3487
47 20 23 0 31.2108 49.3487
21 10 20 0 31.2024 22.0634
41 33 22.2946 22.9554 31.1992 34.8818
40 35 16.5067 11.2928 31.1966 28.4785
23 1 17.5517 9.58851 31.1912 22.0555
29 4 29.2157 36.8164 31.1859 24.6546
7 4 13.9341 14.3471 31.1843 22.0506
31 4 23 0 31.1801 23.2403
26 2 15.2968 12.8844 31.1765 22.0451
43 31 17.5517 9.58851 31.1748 34.8545
42 40 19.9001 1.99667 31.1721 34.8515
23 43 17.5914 14.817 31.1643 31.1643
41 32 22.8851 2.29617 31.1636 34.8419
42 39 26 0 31.1626 40.2307
23 12 18.4212 7.78837 31.1611 22.0342
32 6 21.4587 14.6807 31.1557 23.2221
23 42 15.2968 12.8844 31.1549 28.4404
41 30 24.8387 7.68353 31.1516 34.8286
41 36 16.5067 11.2928 31.147 28.4332
27 45 16.1619 20.3665 31.1468 40.2104
44 39 24.8387 7.68353 31.1292 40.1876
44 39 22.8171 12.4651 31.1292 40.1876
44 39 23.9476 10.1249 31.1292 40.1876
31 5 16.5067 11.2928 31.1088 21.9972
31 6 23 0 31.0896 23.1728
30 5 38 0 31.0882 28.3796
38 29 21.9727 6.79697 31.0867 28.3781
43 32 19.9001 1.99667 31.073 34.7407
21 1 17.5517 9.58851 31.0727 21.9717
5 4 17.5914 14.817 31.0611 21.9635
27 45 12.4322 15.6665 31.0599 40.0982
25 43 16.1619 20.3665 31.0495 34.7144
42 38 21.1844 8.95662 31.0409 34.7048
42 38 20.1844 11.0268 31.0409 34.7048
33 6 17.5914 14.817 31.0321 21.943
41 31 18.0267 22.7165 31.0242 31.0242
30 5 17.5517 9.58851 31.0126 21.9292
41 35 19.8859 16.7497 31.0091 31.0091
43 31 21.1844 8.95662 30.9926 34.6508
43 31 20.1844 11.0268 30.9926 34.6508
7 2 16.1619 20.3665 30.9898 21.9131
38 28 14.297 18.0165 30.9796 23.0908
42 38 17.5517 9.58851 30.9626 30.9626
44 31 25.4817 5.1654 30.9542 39.9617
45 31 21.9727 6.79697 30.9505 39.9569
45 31 19.1067 5.9104 30.9505 39.9569
42 30 24.8387 7.68353 30.9494 34.6024
45 37 15.2968 12.8844 30.9411 39.9447
20 8 13.9341 14.3471 30.9372 21.8759
44 37 21.9727 6.79697 30.9341 39.9358
41 30 23.9476 10.1249 30.9013 34.5487
21 0 17.5517 9.58851 30.9004 21.8499
27 45 14.297 18.0165 30.8663 39.8482
24 43 20.2045 20.8033 30.8641 34.5071
46 39 21.9727 6.79697 30.8405 48.763
46 39 17.5914 14.817 30.8405 48.763
46 39 21.4587 14.6807 30.8405 48.763
46 39 18.9827 12.9868 30.8405 48.763
46 39 22.8171 12.4651 30.8405 48.763
46 39 20.1844 11.0268 30.8405 48.763
46 39 17.5517 9.58851 30.8405 48.763
46 39 23.9476 10.1249 30.8405 48.763
46 39 21.1844 8.95662 30.8405 48.763
46 39 18.4212 7.78837 30.8405 48.763
46 39 24.8387 7.68353 30.8405 48.763
42 40 26 0 30.8152 39.7822
5 0 14.297 18.0165 30.8139 21.7887
31 6 21.4587 14.6807 30.8037 22.9597
43 38 19.6013 3.97339 30.8008 34.4364
46 31 16.5067 11.2928 30.7968 39.7585
41 34 22.1804 18.6823 30.7943 34.4291
39 33 17.5914 14.817 30.7938 28.1107
41 30 19.6013 3.97339 30.7925 30.7925
41 33 21.7563 27.4164 30.788 34.422
6 3 18.1144 18.6513 30.7875 21.7701
24 41 12.4322 15.6665 30.786 28.1036
24 3 17.5517 9.58851 30.7764 21.7622
41 32 19.8915 25.0665 30.7658 30.7658
42 32 22.5415 4.56939 30.7651 34.3965
42 37 19.1067 5.9104 30.761 34.3919
6 2 14.297 18.0165 30.7533 21.7459
32 5 29.064 24.4803 30.7335 25.9745
6 3 20.2045 20.8033 30.7333 21.7317
30 6 20 0 30.7327 21.7313
22 10 20 0 30.7308 21.7299
26 46 20.1844 11.0268 30.7195 34.3455
26 46 21.1844 8.95662 30.7195 34.3455
37 31 19.9001 1.99667 30.7162 25.9599
42 31 24.8387 7.68353 30.7152 34.3407
24 1 18.9827 12.9868 30.7104 21.7155
7 4 18.1144 18.6513 30.7066 21.7128
41 35 18.4212 7.78837 30.6972 30.6972
43 39 26 0 30.695 39.6271
0 29 26 0 30.6946 21.7043
6 4 13.9341 14.3471 30.6821 21.6955
31 5 26.4107 18.0686 30.679 24.2539
42 32 20 0 30.6689 34.2889
40 29 22.8171 12.4651 30.6673 30.6673
26 44 21.7563 27.4164 30.6554 39.576
26 44 19.8915 25.0665 30.6554 39.576
45 31 16.5067 11.2928 30.6496 39.5685
5 4 19.8859 16.7497 30.6459 21.6699
30 3 12.4322 15.6665 30.6416 21.6669
37 30 19.9001 1.99667 30.6397 25.8952
42 34 15.2968 12.8844 30.6343 30.6343
45 40 19.9001 1.99667 30.6293 39.5422
45 40 20 0 30.6293 39.5422
25 43 24.3847 25.1075 30.6293 39.5422
32 5 29 0 30.6283 25.8857
43 34 12.4322 15.6665 30.6267 27.9582
41 34 22.2946 22.9554 30.6255 34.2403
42 37 25.4499 13.9033 30.6166 39.5258
42 37 15.2968 12.8844 30.6111 30.6111
40 29 16.5067 11.2928 30.6104 27.9434
28 2 14.297 18.0165 30.6073 21.6427
27 45 19.8859 16.7497 30.6054 39.5115
43 30 18.4212 7.78837 30.6011 34.2131
37 29 13.9341 14.3471 30.5963 22.8051
33 5 23 0 30.5886 24.1824
32 5 20 0 30.5825 22.7948
43 32 19.6013 3.97339 30.567 34.175
22 42 15.2968 12.8844 30.5559 27.8936
23 0 18.9827 12.9868 30.5554 21.606
43 38 25.4499 13.9033 30.5487 39.4383
42 39 19.1067 5.9104 30.5487 34.1545
26 0 13.9341 14.3471 30.5475 21.6003
23 10 12.4322 15.6665 30.5461 21.5994
26 46 43.2899 18.3027 30.5386 48.2857
26 46 35.9809 19.6564 30.5386 48.2857
26 46 38.6136 21.0947 30.5386 48.2857
24 42 16.0243 16.4992 30.5385 30.5385
42 33 19.8915 25.0665 30.5359 34.1402
46 32 16.5067 11.2928 30.5317 39.4162
44 31 26 0 30.5226 39.4045
26 3 17.5517 9.58851 30.5201 21.581
45 31 20 0 30.5189 39.3997
45 31 19.9001 1.99667 30.5189 39.3997
28 4 17.5517 9.58851 30.508 21.5724
29 6 20 0 30.4908 21.5602
38 31 16.0243 16.4992 30.4902 24.1046
6 4 17.5914 14.817 30.4878 21.5581
43 35 22.2946 22.9554 30.4839 39.3546
40 33 19.8859 16.7497 30.4784 30.4784
43 40 26 0 30.4631 39.3277
24 12 18.4212 7.78837 30.4501 21.5315
27 4 17.5517 9.58851 30.4439 21.5271
31 6 20 0 30.4333 21.5196
27 5 18.4212 7.78837 30.4271 21.5152
42 32 19.9001 1.99667 30.4186 34.0091
19 7 16.0243 16.4992 30.4132 21.5054
19 7 13.9341 14.3471 30.4129 21.5052
0 29 20 0 30.4011 21.4969
0 16 12.4322 15.6665 30.3909 21.4896
43 39 26.7108 11.2931 30.3897 39.2329
21 9 13.9341 14.3471 30.3802 21.482
37 29 16.0243 16.4992 30.3742 24.0129
42 31 19.1067 5.9104 30.3687 33.9533
26 5 18.4212 7.78837 30.3681 21.4735
42 33 18.0267 22.7165 30.3617 30.3617
0 28 12.4322 15.6665 30.3609 21.4684
28 5 23 0 30.3575 21.466
43 38 25.4817 5.1654 30.3544 39.1873
39 32 26 0 30.3479 30.3479
43 30 17.5517 9.58851 30.3406 33.9218
40 33 17.5914 14.817 30.3249 27.6828
47 31 12.4322 15.6665 30.3198 39.1427
43 39 22.5415 4.56939 30.3181 39.1405
12 15 21.9727 6.79697 30.314 21.4352
45 37 14.297 18.0165 30.2981 33.8743
41 35 24.475 20.615 30.2981 33.8743
41 32 26 0 30.2715 33.8446
39 29 21.1844 8.95662 30.2707 30.2707
23 42 13.9341 14.3471 30.2617 27.6251
42 38 26.7108 11.2931 30.2516 39.0547
42 34 21.7563 27.4164 30.2359 33.8047
42 30 16.5067 11.2928 30.2313 30.2313
46 40 20 0 30.2284 47.7954
46 40 23 0 30.2284 47.7954
46 40 22.5415 4.56939 30.2284 47.7954
46 40 19.6013 3.97339 30.2284 47.7954
46 40 22.8851 2.29617 30.2284 47.7954
46 40 19.9001 1.99667 30.2284 47.7954
32 6 12.4322 15.6665 30.2284 21.3747
37 31 17.5914 14.817 30.2188 23.8901
30 6 22.8171 12.4651 30.2084 22.516
20 6 12.4322 15.6665 30.2052 21.3583
42 30 23.9476 10.1249 30.2022 33.7671
25 0 15.2968 12.8844 30.2019 21.3559
30 5 32 0 30.2003 25.5239
44 36 16.1619 20.3665 30.1945 33.7585
41 33 29.2157 36.8164 30.1922 38.9779
24 42 13.9341 14.3471 30.1857 27.5557
41 31 14.297 18.0165 30.1854 27.5554
0 29 13.9341 14.3471 30.1833 21.3428
43 39 18.4212 7.78837 30.1774 33.7393
39 32 17.5914 14.817 30.1764 27.5472
7 2 12.4322 15.6665 30.171 21.3341
19 9 16.5067 11.2928 30.1699 21.3333
44 30 17.5517 9.58851 30.1459 33.7042
32 6 24.475 20.615 30.1438 23.8308
41 38 18.4212 7.78837 30.1351 30.1351
41 30 17.5517 9.58851 30.1323 30.1323
32 5 24.475 20.615 30.1099 23.8039
30 6 31.3628 21.4564 30.1051 25.4435
42 39 25.4817 5.1654 30.0954 38.853
44 31 26.7108 11.2931 30.0915 38.8479
45 31 17.5517 9.58851 30.0878 38.8431
45 31 20.1844 11.0268 30.0878 38.8431
45 31 18.4212 7.78837 30.0878 38.8431
45 31 21.1844 8.95662 30.0878 38.8431
30 6 20.1844 11.0268 30.0714 21.2637
25 46 20.1844 11.0268 30.0711 33.6205
25 46 21.1844 8.95662 30.0711 33.6205
41 30 26.7108 11.2931 30.0694 33.6186
28 6 20 0 30.0638 21.2583
41 32 18.1144 18.6513 30.0604 30.0604
31 7 26.4107 18.0686 30.06 23.7645
39 32 22.2946 22.9554 30.0541 30.0541
7 3 16.1619 20.3665 30.0492 21.248
33 7 17.5914 14.817 30.0374 21.2397
8 5 13.9341 14.3471 30.0326 21.2363
26 44 16.1619 20.3665 30.0317 38.7708
28 47 16.5067 11.2928 30.0308 38.7696
41 35 18.1144 18.6513 30.0234 30.0234
31 6 17.5517 9.58851 30.0195 21.227
19 9 17.5517 9.58851 30.0116 21.2214
42 37 26.7108 11.2931 30.0091 38.7416
7 3 16.0243 16.4992 30.0041 21.2161
40 29 18.9827 12.9868 29.9996 27.3858
43 31 32 0 29.9994 38.7291
43 31 29 0 29.9994 38.7291
46 17 16.0243 16.4992 29.9852 38.7107
33 5 32 0 29.9826 27.3702
40 35 18.9827 12.9868 29.9797 27.3676
41 36 21.1844 8.95662 29.9656 29.9656
41 36 20.1844 11.0268 29.9656 29.9656
25 42 14.297 18.0165 29.9656 29.9656
7 4 20.2045 20.8033 29.961 21.1856
44 35 12.4322 15.6665 29.9592 29.9592
42 31 35 0 29.9487 38.6636
41 39 19.9001 1.99667 29.9471 29.9471
2 5 16.5067 11.2928 29.9363 21.1681
32 7 12.4322 15.6665 29.9309 21.1643
40 33 24.475 20.615 29.9292 33.4618
29 6 22.8171 12.4651 29.9263 22.3058
44 30 16.5067 11.2928 29.9171 33.4483
25 46 22.8171 12.4651 29.9034 38.6051
5 4 24.475 20.615 29.9005 21.1428
29 6 17.5517 9.58851 29.8948 21.1388
0 15 12.4322 15.6665 29.891 21.1361
42 31 21.9727 6.79697 29.8821 33.4092
43 35 22.1804 18.6823 29.8765 38.5704
44 31 15.2968 12.8844 29.8736 33.3997
42 38 20 0 29.8679 33.3933
49 3 22.8851 2.29617 29.8658 66.7819
49 3 19.9001 1.99667 29.8658 66.7819
49 3 20 0 29.8658 66.7819
49 3 47 0 29.8658 66.7819
49 3 44 0 29.8658 66.7819
49 3 41 0 29.8658 66.7819
49 3 23 0 29.8658 66.7819
49 3 26 0 29.8658 66.7819
49 3 29 0 29.8658 66.7819
49 3 32 0 29.8658 66.7819
49 3 35 0 29.8658 66.7819
49 3 38 0 29.8658 66.7819
29 5 26 0 29.8643 23.6098
31 6 20.1844 11.0268 29.8622 21.1158
43 30 21.1844 8.95662 29.854 33.3777
43 30 20.1844 11.0268 29.854 33.3777
22 2 17.5517 9.58851 29.8496 21.1068
40 29 28.0826 15.3416 29.8426 33.365
26 44 18.0267 22.7165 29.8381 38.5208
26 44 22.2946 22.9554 29.8381 38.5208
41 30 25.4817 5.1654 29.8347 33.3562
46 38 14.297 18.0165 29.8312 38.5119
20 10 20 0 29.8288 21.0921
37 31 15.2968 12.8844 29.824 22.2295
42 32 35 0 29.8136 38.4892
43 31 28.4219 5.76141 29.8067 38.4803
43 31 31.3621 6.35742 29.8067 38.4803
41 29 16.5067 11.2928 29.806 27.209
45 32 19.9001 1.99667 29.8001 38.4718
45 32 20 0 29.8001 38.4718
24 44 17.5517 9.58851 29.7986 27.2023
38 31 19.6013 3.97339 29.7764 27.182
26 1 15.2968 12.8844 29.7699 21.0505
5 1 16.1619 20.3665 29.7672 21.0486
1 29 23 0 29.7661 21.0478
42 31 23.9476 10.1249 29.754 33.266
39 34 16.5067 11.2928 29.7445 25.1387
20 0 17.5517 9.58851 29.7286 21.0213
30 5 23.9347 16.3746 29.7194 22.1515
43 35 16.1619 20.3665 29.7171 29.7171
22 1 20.1844 11.0268 29.6954 20.9978
23 2 16.5067 11.2928 29.6903 20.9942
22 0 17.5517 9.58851 29.6888 20.9932
40 29 12.4322 15.6665 29.6872 23.4698
46 31 15.2968 12.8844 29.6869 38.3256
32 6 18.9827 12.9868 29.6855 20.9908
28 1 12.4322 15.6665 29.685 20.9904
25 43 20.2045 20.8033 29.676 33.1788
29 4 16.5067 11.2928 29.6722 20.9814
43 35 20.2045 20.8033 29.6687 33.1706
40 29 30.7154 16.7799 29.6604 33.1613
22 43 16.5067 11.2928 29.6529 27.0693
42 37 17.5914 14.817 29.6472 29.6472
5 4 22.1804 18.6823 29.6458 20.9627
42 38 25.4817 5.1654 29.6442 38.2705
31 5 44 0 29.6397 29.6397
43 35 26.4749 27.2595 29.6302 38.2524
41 35 23.9347 16.3746 29.6281 33.1252
42 38 19.9001 1.99667 29.6137 33.1092
44 31 22.8851 2.29617 29.6007 38.2143
44 31 23 0 29.6007 38.2143
45 37 16.5067 11.2928 29.5919 38.203
25 2 17.5517 9.58851 29.5847 20.9195
6 3 16.1619 20.3665 29.5787 20.9153
48 18 12.4322 15.6665 29.5772 46.7657
48 18 14.297 18.0165 29.5772 46.7657
23 11 18.4212 7.78837 29.5763 20.9136
28 3 12.4322 15.6665 29.5632 20.9043
28 5 20 0 29.5523 20.8966
43 30 15.2968 12.8844 29.5451 29.5451
31 4 20 0 29.5394 20.8875
19 8 16.5067 11.2928 29.5389 20.8872
39 32 26.4749 27.2595 29.5296 33.0151
45 37 24.3847 25.1075 29.5242 46.6819
45 37 23.6212 29.7664 29.5242 46.6819
24 45 18.4212 7.78837 29.5241 26.9517
48 18 13.9341 14.3471 29.4948 46.6353
24 43 24.475 20.615 29.4906 32.9715
30 6 23 0 29.4836 21.9758
47 32 12.4322 15.6665 29.4735 38.0501
38 29 16.0243 16.4992 29.4714 23.2992
4 5 21.4587 14.6807 29.455 20.8278
31 5 35 0 29.454 26.8877
6 4 19.8859 16.7497 29.4468 20.8221
6 3 22.2946 22.9554 29.4454 20.821
38 29 19.8915 25.0665 29.4341 26.8696
33 18 22.8851 2.29617 29.4341 23.2697
46 31 13.9341 14.3471 29.4227 37.9845
21 1 20.1844 11.0268 29.4138 20.7987
46 31 16.0243 16.4992 29.3979 37.9525
44 31 19.1067 5.9104 29.3961 37.9502
44 31 21.9727 6.79697 29.3961 37.9502
32 7 18.9827 12.9868 29.3941 20.7847
41 39 19.6013 3.97339 29.3913 29.3913
30 6 14.297 18.0165 29.3896 20.7816
46 32 15.2968 12.8844 29.3886 37.9406
27 36 22.5415 4.56939 29.3737 20.7703
7 5 17.5914 14.817 29.3675 20.766
37 28 16.1619 20.3665 29.3609 23.2118
3 5 16.5067 11.2928 29.3578 20.7591
39 32 19.8859 16.7497 29.355 26.7973
42 30 20.1844 11.0268 29.3497 32.8139
42 30 21.1844 8.95662 29.3497 32.8139
35 17 19.6013 3.97339 29.3361 23.1922
43 40 25.8701 2.59567 29.3084 37.8369
5 4 26.7695 22.5476 29.2888 20.7103
27 45 20.2045 20.8033 29.2803 37.8007
27 45 22.1804 18.6823 29.2803 37.8007
27 45 18.1144 18.6513 29.2803 37.8007
40 35 17.5517 9.58851 29.2668 26.7168
41 40 20 0 29.2657 29.2657
18 6 13.9341 14.3471 29.2622 20.6915
49 4 41 0 29.262 65.4319
49 4 32 0 29.262 65.4319
49 4 44 0 29.262 65.4319
49 4 29 0 29.262 65.4319
49 4 38 0 29.262 65.4319
49 4 19.9001 1.99667 29.262 65.4319
49 4 26 0 29.262 65.4319
49 4 23 0 29.262 65.4319
49 4 20 0 29.262 65.4319
49 4 22.8851 2.29617 29.262 65.4319
49 4 47 0 29.262 65.4319
49 4 35 0 29.262 65.4319
40 35 15.2968 12.8844 29.2618 24.7308
28 6 26 0 29.2579 21.8076
38 31 26 0 29.2577 29.2577
24 43 22.1804 18.6823 29.2476 32.6998
45 15 14.297 18.0165 29.2469 32.6991
42 30 22.8171 12.4651 29.241 32.6924
43 40 19.6013 3.97339 29.2409 32.6923
29 5 20.1844 11.0268 29.229 20.668
40 34 13.9341 14.3471 29.2204 24.6958
39 32 19.9001 1.99667 29.2175 26.6718
28 46 16.0243 16.4992 29.2134 37.7144
29 6 18.4212 7.78837 29.2048 20.6509
41 37 21.1844 8.95662 29.2038 29.2038
41 37 20.1844 11.0268 29.2038 29.2038
44 31 25.8701 2.59567 29.1961 37.692
7 5 13.9341 14.3471 29.1952 20.6441
38 32 16.5067 11.2928 29.1945 24.6738
45 31 19.6013 3.97339 29.1924 37.6872
30 4 19.8859 16.7497 29.1921 20.6419
1 6 33.3481 18.2182 29.19 20.6405
14 16 22.8851 2.29617 29.1889 20.6397
45 31 15.2968 12.8844 29.1882 37.6818
30 6 26 0 29.1733 23.0635
1 6 16.5067 11.2928 29.1706 20.6267
26 15 25.4817 5.1654 29.1668 20.6241
6 4 18.1144 18.6513 29.1515 20.6132
26 2 16.5067 11.2928 29.1501 20.6122
31 4 12.4322 15.6665 29.1428 20.6071
24 45 21.4587 14.6807 29.1188 32.5558
24 45 18.9827 12.9868 29.1188 32.5558
31 5 21.4587 14.6807 29.1178 21.7031
40 34 18.9827 12.9868 29.1176 26.5807
40 33 16.5067 11.2928 29.1116 26.5752
44 35 14.297 18.0165 29.1115 32.5477
48 4 13.9341 14.3471 29.0898 45.995
47 0 12.4322 15.6665 29.0847 37.5482
43 30 19.1067 5.9104 29.0785 32.5108
40 33 16.1619 20.3665 29.0718 26.5388
44 36 19.8915 25.0665 29.0608 37.5173
44 36 21.7563 27.4164 29.0608 37.5173
24 12 29.2157 36.8164 29.0583 21.6587
46 31 12.4322 15.6665 29.0488 37.5018
48 3 12.4322 15.6665 29.048 45.9289
48 3 14.297 18.0165 29.048 45.9289
32 7 28.8867 19.7625 29.0463 24.5486
44 40 22.5415 4.56939 29.0425 37.4936
31 7 20.1844 11.0268 29.0341 20.5302
10 13 23.9476 10.1249 29.0309 20.5279
40 34 19.8859 16.7497 29.0164 29.0164
27 44 14.297 18.0165 29.0092 32.4333
31 6 18.9827 12.9868 29.0064 20.5106
43 30 16.5067 11.2928 29.0014 32.4246
40 37 18.4212 7.78837 28.9981 26.4715
40 33 22.2946 22.9554 28.9976 28.9976
40 36 17.5517 9.58851 28.9879 26.4622
43 39 23 0 28.969 37.3988
22 11 18.4212 7.78837 28.9583 20.4766
45 32 19.6013 3.97339 28.9374 37.358
44 30 17.5914 14.817 28.9344 32.3497
4 1 12.4322 15.6665 28.9273 20.4547
24 12 21.1844 8.95662 28.9222 20.4511
45 40 23.9476 10.1249 28.905 45.7028
45 40 22.8171 12.4651 28.905 45.7028
45 40 24.8387 7.68353 28.905 45.7028
22 11 21.1844 8.95662 28.8962 20.4327
5 6 18.9827 12.9868 28.8918 20.4296
4 6 21.4587 14.6807 28.89 20.4283
6 3 28.565 29.4116 28.887 20.4262
11 15 21.9727 6.79697 28.8796 20.4209
43 35 24.3847 25.1075 28.8728 37.2746
23 10 20 0 28.8616 20.4083
17 6 15.2968 12.8844 28.8582 20.4058
21 0 18.9827 12.9868 28.8308 20.3865
46 32 13.9341 14.3471 28.8291 37.2182
29 7 18.4212 7.78837 28.8284 20.3848
24 0 16.5067 11.2928 28.8234 20.3812
46 40 23.9476 10.1249 28.8141 45.5592
46 40 21.1844 8.95662 28.8141 45.5592
46 40 18.4212 7.78837 28.8141 45.5592
46 40 24.8387 7.68353 28.8141 45.5592
46 40 21.9727 6.79697 28.8141 45.5592
46 40 19.1067 5.9104 28.8141 45.5592
30 6 25.4499 13.9033 28.8113 22.7773
37 29 19.1067 5.9104 28.7965 24.3375
14 12 16.5067 11.2928 28.7943 20.3606
31 7 12.4322 15.6665 28.7885 20.3565
20 0 20.1844 11.0268 28.7822 20.3521
45 37 24.475 20.615 28.7803 45.5056
45 37 23.9347 16.3746 28.7803 45.5056
26 5 26 0 28.7712 20.3443
21 28 16.0243 16.4992 28.7707 20.344
20 27 16.0243 16.4992 28.7591 20.3357
42 33 18.1144 18.6513 28.7576 28.7576
15 15 18.4212 7.78837 28.7539 20.3321
27 6 20 0 28.7526 20.3312
6 5 19.8859 16.7497 28.748 20.3279
22 43 18.9827 12.9868 28.7423 26.238
25 1 16.5067 11.2928 28.7389 20.3215
30 4 21.4587 14.6807 28.7368 20.32
23 44 18.9827 12.9868 28.7322 28.7322
32 7 17.5517 9.58851 28.7315 20.3162
25 1 13.9341 14.3471 28.7214 20.3091
0 29 12.4322 15.6665 28.7209 20.3087
46 37 14.297 18.0165 28.7174 37.0741
29 6 26 0 28.7048 22.6931
19 7 15.2968 12.8844 28.7026 20.2958
30 4 16.5067 11.2928 28.6994 20.2935
5 5 17.5914 14.817 28.6973 20.2921
2 6 16.5067 11.2928 28.6958 20.291
20 27 13.9341 14.3471 28.6892 20.2863
42 38 25.8701 2.59567 28.6844 37.0313
14 13 16.5067 11.2928 28.6552 20.2623
6 5 15.2968 12.8844 28.6535 20.261
20 6 14.297 18.0165 28.6493 20.2581
0 29 14.297 18.0165 28.6459 20.2557
31 4 26 0 28.6436 22.6447
19 26 13.9341 14.3471 28.6316 20.2456
42 30 21.9727 6.79697 28.6284 32.0075
22 8 12.4322 15.6665 28.6182 20.2361
42 30 19.1067 5.9104 28.6181 31.996
45 30 13.9341 14.3471 28.6046 31.9809
24 44 16.0243 16.4992 28.5953 31.9705
28 46 12.4322 15.6665 28.5931 36.9136
28 7 18.4212 7.78837 28.5925 20.2179
22 1 18.9827 12.9868 28.5869 20.214
26 15 28.4219 5.76141 28.5859 21.3067
38 29 21.1844 8.95662 28.5839 26.0934
0 16 14.297 18.0165 28.5761 20.2064
21 10 16.5067 11.2928 28.5699 20.202
43 30 17.5914 14.817 28.5689 31.941
21 10 15.2968 12.8844 28.5661 20.1993
30 7 21.4587 14.6807 28.5591 20.1943
21 28 18.1144 18.6513 28.5557 20.1919
5 3 19.8859 16.7497 28.5483 20.1867
29 5 23 0 28.5457 21.2767
25 6 19.1067 5.9104 28.5397 20.1806
6 3 24.3847 25.1075 28.5391 20.1802
38 28 16.1619 20.3665 28.5344 22.5584
15 16 37.8102 3.79367 28.5281 20.1724
39 33 19.8859 16.7497 28.514 26.0296
6 0 14.297 18.0165 28.5127 20.1615
14 16 43.7802 4.39267 28.5124 21.2519
28 46 13.9341 14.3471 28.5114 36.8081
28 6 22.8171 12.4651 28.5093 20.1591
29 4 25.486 32.1164 28.5049 21.2463
21 41 15.2968 12.8844 28.5029 24.0893
28 5 29 0 28.4899 22.5232
42 30 17.5914 14.817 28.4861 28.4861
46 38 23.9347 16.3746 28.4786 45.0287
46 38 18.1144 18.6513 28.4786 45.0287
46 38 19.8859 16.7497 28.4786 45.0287
46 38 20.2045 20.8033 28.4786 45.0287
46 38 24.475 20.615 28.4786 45.0287
46 38 22.1804 18.6823 28.4786 45.0287
46 38 22.2946 22.9554 28.4786 45.0287
46 38 18.0267 22.7165 28.4786 45.0287
27 47 16.5067 11.2928 28.4719 36.757
38 28 18.0267 22.7165 28.4686 24.0603
26 4 17.5517 9.58851 28.4633 20.1266
42 32 18.0267 22.7165 28.4517 28.4517
44 30 15.2968 12.8844 28.4499 31.8079
19 8 15.2968 12.8844 28.4489 20.1164
44 30 16.0243 16.4992 28.4419 31.799
23 12 21.1844 8.95662 28.4345 20.1062
29 5 22.8171 12.4651 28.4303 21.1907
28 36 22.5415 4.56939 28.4284 20.1019
6 5 24.475 20.615 28.4228 20.098
44 32 26 0 28.4207 36.691
5 2 26.4749 27.2595 28.4198 20.0958
42 32 19.6013 3.97339 28.4173 31.7716
20 9 15.2968 12.8844 28.4152 20.0926
24 11 29.2157 36.8164 28.4101 21.1757
27 44 12.4322 15.6665 28.4012 31.7536
44 36 15.2968 12.8844 28.4011 31.7534
37 31 23 0 28.3987 25.9244
37 27 16.1619 20.3665 28.392 22.4458
43 30 18.9827 12.9868 28.3867 31.7373
43 30 21.4587 14.6807 28.3867 31.7373
2 6 33.3481 18.2182 28.3828 20.0697
6 4 20.2045 20.8033 28.3738 20.0633
44 40 28.8551 2.89517 28.364 44.8475
44 40 31.8401 3.19467 28.364 44.8475
44 40 34.8251 3.49417 28.364 44.8475
44 40 32 0 28.364 44.8475
44 40 29 0 28.364 44.8475
45 32 19.1067 5.9104 28.353 36.6036
45 32 21.9727 6.79697 28.353 36.6036
1 5 16.5067 11.2928 28.3436 20.0419
0 30 20 0 28.3374 20.0376
30 6 26.4107 18.0686 28.3218 22.3903
4 3 19.8859 16.7497 28.3107 20.0187
29 5 38 0 28.3095 25.843
6 4 16.0243 16.4992 28.3077 20.0166
33 6 19.8859 16.7497 28.3067 21.0985
23 0 17.5914 14.817 28.3019 20.0125
44 36 22.1804 18.6823 28.2871 36.5185
44 36 20.2045 20.8033 28.2871 36.5185
32 6 17.5914 14.817 28.2724 19.9916
14 15 19.1067 5.9104 28.2638 19.9855
46 31 16.1619 20.3665 28.2549 36.4769
23 11 21.1844 8.95662 28.2534 19.9781
25 5 18.4212 7.78837 28.2516 19.9769
27 1 13.9341 14.3471 28.2495 19.9754
39 28 12.4322 15.6665 28.2472 21.0543
44 30 13.9341 14.3471 28.2468 31.5809
40 34 24.475 20.615 28.2461 31.5802
43 34 21.7563 27.4164 28.2458 36.4651
27 2 14.297 18.0165 28.2371 19.9666
42 32 14.297 18.0165 28.2325 25.7726
21 0 20.1844 11.0268 28.231 19.9623
38 29 24.8387 7.68353 28.2309 28.2309
43 32 32 0 28.2054 36.413
43 32 29 0 28.2054 36.413
7 3 12.4322 15.6665 28.1953 19.9371
25 4 18.4212 7.78837 28.1952 19.937
43 32 26 0 28.1935 36.3977
23 2 20.1844 11.0268 28.1891 19.9327
25 2 18.9827 12.9868 28.186 19.9305
24 0 13.9341 14.3471 28.1777 19.9246
43 30 13.9341 14.3471 28.1776 28.1776
13 15 21.9727 6.79697 28.1757 19.9232
